Year,State,Commodity,Mode,Shipwt Metric Ton,Shipwt Pound,TradeValue,TradeType,CommodityGroup
2023,Texas-Mexico Trade,Miscellaneous Chemical Products,Foreign Trade Zones,52.816,116439.4431,7866393,Import,28 - 38  Chemicals & Allied Industries
2024,Texas-Mexico Trade,Pharmaceutical Products,Air,22.812,50291.8898,85352967,Export,28 - 38  Chemicals & Allied Industries
2022,Texas-Mexico Trade,Plastics and Articles,Rail,0,0,3722305115,Export,39 - 40  Plastics / Rubbers
2018,Texas-Mexico Trade,Computer-Related Machinery and Parts,Air,1956.47,4313281.529,174589472,Export,84 - 85  Machinery / Electrical
2015,Texas-Mexico Trade,Iron and Steel,Rail,0,0,1177014184,Export,72 - 83  Metals
2018,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Vessel,318.635,702470.5014,1650506,Import,50 - 63  Textiles
2015,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Truck,0,0,229468054,Export,50 - 63  Textiles
2017,Texas-Mexico Trade,Essential Oils and Resinoids,Rail,496.92,1095521.967,1323521,Import,28 - 38  Chemicals & Allied Industries
2013,Texas-Mexico Trade,Nickel and Articles,Truck,0,0,131310185,Export,72 - 83  Metals
2024,Texas-Mexico Trade,Locomotives and Traffic Signals,Foreign Trade Zones,1206.338,2659522.213,2986743,Import,86 - 89  Transportation
2013,Texas-Mexico Trade,Glass,Truck,0,0,442712351,Export,68 - 71  Stone / Glass
2024,Texas-Mexico Trade,Salt; Sulfur; Plaster and Cement,Truck,3108057.953,6852100463,90656136,Import,25 - 27  Mineral Products
2017,Texas-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,1683.806,3712159.822,353839759,Import,86 - 89  Transportation
2014,Texas-Mexico Trade,Rubber and Articles,Vessel,45.887,101163.6001,3244455,Export,39 - 40  Plastics / Rubbers
2021,Texas-Mexico Trade,Beverages; Spirits and Vinegar,Rail,0,0,92615552,Export,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Malts; Starches and Inulin,Truck,57602.69,126992297,54120261,Import,06 - 15  Vegetable Products
2014,Texas-Mexico Trade,Nickel and Articles,Rail,602.298,1327840.879,3304357,Import,72 - 83  Metals
2017,Texas-Mexico Trade,Computer-Related Machinery and Parts,Foreign Trade Zones,31464.559,69367535.14,3905416192,Import,84 - 85  Machinery / Electrical
2013,Texas-Mexico Trade,Animal or Vegetable Fats and Oils,Vessel,69532.31,153292628.6,61942095,Export,06 - 15  Vegetable Products
2024,Texas-Mexico Trade,Vegetable Plaiting Materials,Truck,0,0,1046283,Export,06 - 15  Vegetable Products
2023,Texas-Mexico Trade,Miscellaneous Chemical Products,Rail,99900.369,220242793.1,124897180,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,1621.768,3575389.326,303053847,Export,84 - 85  Machinery / Electrical
2020,Texas-Mexico Trade,Live Animals,Truck,0,0,56221318,Export,01 - 05  Animal & Animal Products
2019,Texas-Mexico Trade,Man-made Staple Fibers,Truck,5264.061,11605277.43,43789386,Import,50 - 63  Textiles
2021,Texas-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Rail,0,0,915361,Export,90 - 97  Miscellaneous
2023,Texas-Mexico Trade,Rubber and Articles,Rail,219026.809,482871851.8,905486374,Import,39 - 40  Plastics / Rubbers
2021,Texas-Mexico Trade,Vehicles Other than Railway,Vessel,616.076,1358216.193,12148208,Export,86 - 89  Transportation
2018,Texas-Mexico Trade,Products of Animal Origin,Air,0.709,1563.0786,56488,Export,01 - 05  Animal & Animal Products
2019,Texas-Mexico Trade,Not Knitted or Crocheted Apparel,Truck,108499.812,239201335.1,1754156645,Import,50 - 63  Textiles
2015,Texas-Mexico Trade,Sugars and Sugar Confectionery,Rail,276597.319,609793204,152447195,Import,16 - 24  Foodstuffs
2022,Texas-Mexico Trade,Organic Chemicals,Air,0.205,451.9477,128451,Import,28 - 38  Chemicals & Allied Industries
2017,Texas-Mexico Trade,Knitted or Crocheted Apparel,Truck,0,0,185366095,Export,50 - 63  Textiles
2018,Texas-Mexico Trade,Printed Books,Other,0,0,798432,Export,44 - 49  Wood & Wood Products
2019,Texas-Mexico Trade,Inorganic Chemicals,Vessel,590635.362,1302129142,156118244,Export,28 - 38  Chemicals & Allied Industries
2020,Texas-Mexico Trade,Fish and Crustaceans,Truck,0,0,10625197,Export,01 - 05  Animal & Animal Products
2013,Texas-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Air,0.877,1933.4556,10980,Export,16 - 24  Foodstuffs
2015,Texas-Mexico Trade,Preparations of Cereals and Flour,Truck,0,0,314542263,Export,16 - 24  Foodstuffs
2020,Texas-Mexico Trade,Zinc and Articles,Truck,2363.12,5209792.058,6529699,Import,72 - 83  Metals
2015,Texas-Mexico Trade,Wood and Articles,Air,1.79,3946.2776,7294,Import,44 - 49  Wood & Wood Products
2014,Texas-Mexico Trade,Wadding; Felt and Nonwovens,Vessel,0.66,1455.052,23858,Export,50 - 63  Textiles
2014,Texas-Mexico Trade,Miscellaneous Chemical Products,Air,8.92,19665.2495,74992,Import,28 - 38  Chemicals & Allied Industries
2019,Texas-Mexico Trade,Measuring and Testing Instruments,Truck,256327.132,565105054.8,9631246041,Import,90 - 97  Miscellaneous
2022,Texas-Mexico Trade,Other Made up Textile Articles,Air,0.577,1272.0681,53915,Export,50 - 63  Textiles
2013,U.S-Mexico Trade,Pharmaceutical Products,Truck,119411.366,263257213.5,3409057824,Import,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Sugars and Sugar Confectionery,Vessel,1609773.289,3548945504,703295088,Import,16 - 24  Foodstuffs
2016,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Truck,0,0,929873169,Export,06 - 15  Vegetable Products
2022,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Mail,0,0,3000,Export,25 - 27  Mineral Products
2019,U.S-Mexico Trade,Explosives,Vessel,0.3,661.3873,31075,Export,28 - 38  Chemicals & Allied Industries
2013,U.S-Mexico Trade,Preparations of Fish and Meat,Vessel,210.603,464300.5156,854487,Export,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Other,0,0,1259498628,Export,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Foreign Trade Zones,6250.414,13779815.34,20754113,Import,16 - 24  Foodstuffs
2017,U.S-Mexico Trade,Malts; Starches and Inulin,Truck,0,0,306873715,Export,06 - 15  Vegetable Products
2023,U.S-Mexico Trade,Fertilizers,Other,0,0,11790134,Export,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Vessel,146.455,322878.2679,910208,Export,50 - 63  Textiles
2013,U.S-Mexico Trade,Other Made up Textile Articles,Mail,0,0,248406,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Nickel and Articles,Truck,0,0,721179414,Export,72 - 83  Metals
2018,U.S-Mexico Trade,Silk,Truck,0,0,1030657,Export,50 - 63  Textiles
2018,U.S-Mexico Trade,Printed Books,Other,0.08,176.3699,72376,Import,44 - 49  Wood & Wood Products
2024,U.S-Mexico Trade,Cereals,Air,35.074,77324.996,176020,Import,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Arms and Ammunition and Parts,Mail,0,0,459508,Export,90 - 97  Miscellaneous
2020,U.S-Mexico Trade,Inorganic Chemicals,Other,0,0,64623117,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Furskins and Artificial Fur,Rail,0,0,37607,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2016,U.S-Mexico Trade,Furskins and Artificial Fur,Other,0,0,2635995,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2018,U.S-Mexico Trade,Meat and Edible Offal,Vessel,20498.486,45191462.81,43301424,Import,01 - 05  Animal & Animal Products
2018,U.S-Mexico Trade,Knitted or Crocheted Apparel,Mail,0,0,1027857,Export,50 - 63  Textiles
2020,U.S-Mexico Trade,Paper and Paperboard,Vessel,104935.174,231342647.1,61848628,Import,44 - 49  Wood & Wood Products
2020,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Truck,0,0,112834240,Export,06 - 15  Vegetable Products
2021,U.S-Mexico Trade,Plastics and Articles,Other,6.537,14411.6278,805135,Import,39 - 40  Plastics / Rubbers
2018,U.S-Mexico Trade,Man-made Staple Fibers,Rail,0,0,11382771,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Preparations of Fish and Meat,Air,288.211,635397.0072,1823012,Export,16 - 24  Foodstuffs
2024,U.S-Mexico Trade,Wood and Articles,Truck,7301754.369,16097625992,6317322948,Import,44 - 49  Wood & Wood Products
2024,U.S-Mexico Trade,Paper and Paperboard,Rail,1087095.509,2396637306,1017746927,Import,44 - 49  Wood & Wood Products
2018,U.S-Mexico Trade,Other Vegetable Fibers and Paper Yarn,Rail,0,0,23655,Export,50 - 63  Textiles
2023,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,8.049,17745.0213,161509,Export,64 - 67  Footwear / Headgear
2018,U.S-Mexico Trade,Articles of Leather and Handbags,Vessel,283.497,625004.4056,3032377,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2024,U.S-Mexico Trade,Tanning or Dyeing Extracts,Other,0,0,287586557,Export,28 - 38  Chemicals & Allied Industries
2024,U.S-Mexico Trade,Iron and Steel,Other,5.192,11446.4099,6818,Import,72 - 83  Metals
2015,U.S-Mexico Trade,Copper and Articles,Mail,0,0,30750,Export,72 - 83  Metals
2014,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Other,2.251,4962.6095,7052,Import,72 - 83  Metals
2014,U.S-Mexico Trade,Explosives,Rail,0,0,704649,Export,28 - 38  Chemicals & Allied Industries
2021,U.S-Mexico Trade,Man-made Staple Fibers,Vessel,208.855,460446.8328,1119547,Import,50 - 63  Textiles
2023,U.S-Mexico Trade,Sugars and Sugar Confectionery,Air,3.345,7374.4679,64721,Import,16 - 24  Foodstuffs
2018,U.S-Mexico Trade,Glass,Rail,0,0,117782626,Export,68 - 71  Stone / Glass
2022,U.S-Mexico Trade,Zinc and Articles,Truck,0,0,260601179,Export,72 - 83  Metals
2022,U.S-Mexico Trade,Copper and Articles,Other,0.124,273.3733,4768,Import,72 - 83  Metals
2021,U.S-Mexico Trade,Articles of Leather and Handbags,Mail,0,0,428338,Export,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2016,U.S-Mexico Trade,Clocks; Watches and Parts,Foreign Trade Zones,0.4,881.8497,52814,Import,90 - 97  Miscellaneous
2017,U.S-Mexico Trade,Vehicles Other than Railway,Air,20576.752,45364009.91,272744809,Export,86 - 89  Transportation
2022,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Air,1621.793,3575444.423,6776687973,Export,68 - 71  Stone / Glass
2015,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Truck,19173.98,42271424.53,122760468,Import,16 - 24  Foodstuffs
2015,U.S-Mexico Trade,Meat and Edible Offal,Rail,56.997,125656.9779,107791,Import,01 - 05  Animal & Animal Products
2016,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Truck,9155.479,20184392.57,72653189,Import,50 - 63  Textiles
2013,U.S-Mexico Trade,Organic Chemicals,Truck,0,0,2508226877,Export,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Organic Chemicals,Pipeline,139047.973,306548556.9,38361156,Import,28 - 38  Chemicals & Allied Industries
2024,U.S-Mexico Trade,Other Base Metals and Cermets,Air,143.386,316112.2621,41050379,Export,72 - 83  Metals
2014,U.S-Mexico Trade,Zinc and Articles,Truck,154672.738,340995295.3,360724306,Import,72 - 83  Metals
2016,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Truck,2636713.611,5812963216,2494147697,Import,16 - 24  Foodstuffs
2014,U.S-Mexico Trade,Copper and Articles,Other,0,0,76338946,Export,72 - 83  Metals
2019,U.S-Mexico Trade,Locomotives and Traffic Signals,Rail,150243.065,331229530.1,375136769,Import,86 - 89  Transportation
2017,U.S-Mexico Trade,Dairy Products,Rail,0,0,116091066,Export,01 - 05  Animal & Animal Products
2021,U.S-Mexico Trade,Cereals,Truck,0,0,825889607,Export,06 - 15  Vegetable Products
2020,U.S-Mexico Trade,Ores; Slag and Ash,Other,0,0,6324728,Export,25 - 27  Mineral Products
2020,U.S-Mexico Trade,Ships and Boats,Vessel,24467.143,53940860.95,241373149,Export,86 - 89  Transportation
2018,U.S-Mexico Trade,Umbrellas and Walking Sticks,Truck,749.942,1653340.442,7307080,Import,64 - 67  Footwear / Headgear
2023,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Truck,0,0,9352878131,Export,25 - 27  Mineral Products
2022,U.S-Mexico Trade,Meat and Edible Offal,Truck,1134069.367,2500197021,6062926857,Import,01 - 05  Animal & Animal Products
2024,U.S-Mexico Trade,Footwear,Vessel,57.496,126757.0847,2445382,Export,64 - 67  Footwear / Headgear
2021,U.S-Mexico Trade,Pharmaceutical Products,Other,0,0,134722535,Export,28 - 38  Chemicals & Allied Industries
2016,U.S-Mexico Trade,Vehicles Other than Railway,Truck,9093193.381,20047076185,61774979612,Import,86 - 89  Transportation
2021,U.S-Mexico Trade,Ceramic Products,Foreign Trade Zones,0.274,604.067,3545,Import,68 - 71  Stone / Glass
2019,U.S-Mexico Trade,Vehicles Other than Railway,Other,705.628,1555644.715,2982969,Import,86 - 89  Transportation
2022,U.S-Mexico Trade,Sugars and Sugar Confectionery,Other,0,0,25995582,Export,16 - 24  Foodstuffs
2013,U.S-Mexico Trade,Organic Chemicals,Pipeline,81108.498,178813775.4,89454628,Import,28 - 38  Chemicals & Allied Industries
2023,U.S-Mexico Trade,Aluminum and Articles,Other,0,0,141622631,Export,72 - 83  Metals
2024,U.S-Mexico Trade,Arms and Ammunition and Parts,Mail,0,0,57465,Export,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Truck,0,0,2111797485,Export,16 - 24  Foodstuffs
2023,U.S-Mexico Trade,Plastics and Articles,Air,2191.307,4831008.884,92334429,Import,39 - 40  Plastics / Rubbers
2021,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Other,0,0,45306522,Export,50 - 63  Textiles
2018,U.S-Mexico Trade,Wool and Animal Hair,Mail,0,0,242947,Export,50 - 63  Textiles
2021,U.S-Mexico Trade,Nickel and Articles,Vessel,406.032,895148.0623,734731,Import,72 - 83  Metals
2013,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Other,5.549,12233.4608,43078,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Furskins and Artificial Fur,Truck,563.536,1242385.22,29517640,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2024,U.S-Mexico Trade,Pharmaceutical Products,Other,0,0,149386447,Export,28 - 38  Chemicals & Allied Industries
2015,U.S-Mexico Trade,Cork and Articles,Truck,0,0,11983124,Export,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Organic Chemicals,Truck,0,0,2402850924,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Air,11.745,25893.3118,446893,Import,50 - 63  Textiles
2016,U.S-Mexico Trade,Iron and Steel,Air,2833.255,6246263.152,5717280,Export,72 - 83  Metals
2013,U.S-Mexico Trade,Computer-Related Machinery and Parts,Air,65500.785,144404630.1,4454531014,Export,84 - 85  Machinery / Electrical
2023,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Pipeline,182262754.5,401821000000,94581862862,Import,25 - 27  Mineral Products
2020,U.S-Mexico Trade,Dairy Products,Rail,0,0,11894105,Export,01 - 05  Animal & Animal Products
2019,U.S-Mexico Trade,Edible Vegetables and Roots,Truck,0,0,2761269221,Export,06 - 15  Vegetable Products
2017,U.S-Mexico Trade,Ceramic Products,Truck,0,0,534793588,Export,68 - 71  Stone / Glass
2016,U.S-Mexico Trade,Nickel and Articles,Rail,0,0,6855442,Export,72 - 83  Metals
2015,U.S-Mexico Trade,Special Classification Provisions,Truck,2318033.558,5110393389,15876054810,Import,98 - 99  Service
2015,U.S-Mexico Trade,Furskins and Artificial Fur,Truck,1285.234,2833458.255,168267673,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2019,U.S-Mexico Trade,Zinc and Articles,Rail,0,0,316007,Export,72 - 83  Metals
2022,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Truck,2647901.983,5837629374,18435588214,Import,90 - 97  Miscellaneous
2021,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,0,0,16121518,Export,44 - 49  Wood & Wood Products
2022,U.S-Mexico Trade,Musical Instruments and Parts,Truck,4985.064,10990193.82,172006251,Import,90 - 97  Miscellaneous
2020,U.S-Mexico Trade,Pulp of Wood and Paperboard,Pipeline,282619.976,623070900.7,116631021,Import,44 - 49  Wood & Wood Products
2016,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,60143256.83,132593000000,17131703132,Import,25 - 27  Mineral Products
2020,U.S-Mexico Trade,Silk,Truck,0,0,705616,Export,50 - 63  Textiles
2017,U.S-Mexico Trade,Ships and Boats,Other,121.719,268344.6792,4231899,Import,86 - 89  Transportation
2017,U.S-Mexico Trade,Live Trees and Plants,Rail,140.595,309959.1701,95210,Import,06 - 15  Vegetable Products
2020,U.S-Mexico Trade,Products of Animal Origin,Other,0,0,9860552,Export,01 - 05  Animal & Animal Products
2023,U.S-Mexico Trade,Musical Instruments and Parts,Air,83.645,184405.8001,9383621,Export,90 - 97  Miscellaneous
2020,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Truck,1030623.004,2272136643,1500002162,Import,28 - 38  Chemicals & Allied Industries
2018,U.S-Mexico Trade,Knitted or Crocheted Fabrics,Other,0,0,5933055,Export,50 - 63  Textiles
2021,U.S-Mexico Trade,Paper and Paperboard,Air,8123.278,17908777.03,33422070,Export,44 - 49  Wood & Wood Products
2021,U.S-Mexico Trade,Products of Animal Origin,Vessel,534.757,1178938.34,1223940,Import,01 - 05  Animal & Animal Products
2013,U.S-Mexico Trade,Zinc and Articles,Truck,0,0,135482890,Export,72 - 83  Metals
2016,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Rail,0,0,1318945881,Export,84 - 85  Machinery / Electrical
2021,U.S-Mexico Trade,Miscellaneous Chemical Products,Air,5658.563,12475006.14,690760026,Export,28 - 38  Chemicals & Allied Industries
2022,U.S-Mexico Trade,Footwear,Air,549.976,1212490.51,15057773,Export,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Works of Art and Antiques,Vessel,17.686,38990.987,959209,Import,90 - 97  Miscellaneous
2023,U.S-Mexico Trade,Footwear,Truck,30461.562,67156303.44,796756643,Import,64 - 67  Footwear / Headgear
2017,U.S-Mexico Trade,Pulp of Wood and Paperboard,Truck,0,0,482837051,Export,44 - 49  Wood & Wood Products
2024,U.S-Mexico Trade,Copper and Articles,Mail,0,0,14863,Export,72 - 83  Metals
2016,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,77.2,170197.0009,1575948,Import,90 - 97  Miscellaneous
2024,U.S-Mexico Trade,Arms and Ammunition and Parts,Truck,0,0,355551675,Export,90 - 97  Miscellaneous
2021,U.S-Mexico Trade,Impregnated Fabrics,Truck,0,0,1313000900,Export,50 - 63  Textiles
2014,U.S-Mexico Trade,Aluminum and Articles,Truck,1524104.151,3360077230,4451052211,Import,72 - 83  Metals
2018,U.S-Mexico Trade,Edible Fruit and Nuts,Air,1670.553,3682941.934,5423608,Export,06 - 15  Vegetable Products
2015,U.S-Mexico Trade,Knitted or Crocheted Apparel,Vessel,251.914,555375.7537,2600420,Export,50 - 63  Textiles
2015,U.S-Mexico Trade,Feathers and Down,Vessel,0.447,985.4669,7984,Import,64 - 67  Footwear / Headgear
2023,U.S-Mexico Trade,Man-made Staple Fibers,Other,0,0,21946892,Export,50 - 63  Textiles
2019,U.S-Mexico Trade,Copper and Articles,Vessel,461.426,1017271.026,1676629,Import,72 - 83  Metals
2016,U.S-Mexico Trade,Organic Chemicals,Mail,0,0,659870,Export,28 - 38  Chemicals & Allied Industries
2014,U.S-Mexico Trade,Carpets and Other Textile Floor Coverings,Truck,30788.79,67877718.29,136130665,Import,50 - 63  Textiles
2021,U.S-Mexico Trade,Explosives,Truck,0,0,239615212,Export,28 - 38  Chemicals & Allied Industries
2017,U.S-Mexico Trade,Ceramic Products,Mail,0,0,93856,Export,68 - 71  Stone / Glass
2018,U.S-Mexico Trade,Wool and Animal Hair,Truck,0,0,28540275,Export,50 - 63  Textiles
2022,U.S-Mexico Trade,Malts; Starches and Inulin,Air,91.19,201039.6999,134479,Export,06 - 15  Vegetable Products
2018,U.S-Mexico Trade,Furskins and Artificial Fur,Mail,0.003,6.6138,990,Import,"41 - 43  Raw Hides, Skins, Leather, & Furs"
2023,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Air,1076.552,2373392.814,82081313,Export,06 - 15  Vegetable Products
2019,U.S-Mexico Trade,Organic Chemicals,Air,2723.327,6003913.187,95732842,Export,28 - 38  Chemicals & Allied Industries
