Year,State,Commodity,Mode,Commodity Group,Trade Type,Trade Value,Shipwt Metric Ton,Shipwt Pound
2021,U.S-Mexico Trade,Organic Chemicals,Pipeline,28 - 38  Chemicals & Allied Industries,Export,302782029,0,0
2018,U.S-Mexico Trade,Headgear,Air,64 - 67  Footwear / Headgear,Export,6325547,131.246,289348.1258
2014,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Air,16 - 24  Foodstuffs,Export,1647009,551.793,1216496.32
2022,U.S-Mexico Trade,Pharmaceutical Products,Air,28 - 38  Chemicals & Allied Industries,Export,1495415431,6522.465,14379585.58
2016,U.S-Mexico Trade,Zinc and Articles,Rail,72 - 83  Metals,Export,798199,0,0
2023,U.S-Mexico Trade,Pulp of Wood and Paperboard,Truck,44 - 49  Wood & Wood Products,Import,327079556,1024080.63,2257713165
2024,U.S-Mexico Trade,Special Woven Fabrics,Foreign Trade Zones,50 - 63  Textiles,Import,774,0.002,4.4092
2014,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Vessel,90 - 97  Miscellaneous,Export,37736614,4653.871,10260037.65
2018,U.S-Mexico Trade,Wood and Articles,Truck,44 - 49  Wood & Wood Products,Export,2230674117,0,0
2013,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Import,29388422,524.292,1155866.935
2015,U.S-Mexico Trade,Inorganic Chemicals,Vessel,28 - 38  Chemicals & Allied Industries,Import,52418459,192405.167,424181129.7
2017,U.S-Mexico Trade,Photographic Goods,Truck,28 - 38  Chemicals & Allied Industries,Export,257172623,0,0
2013,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Mail,68 - 71  Stone / Glass,Export,1626453,0,0
2013,U.S-Mexico Trade,Wood and Articles,Air,44 - 49  Wood & Wood Products,Import,830848,95.815,211236.0858
2022,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Other,28 - 38  Chemicals & Allied Industries,Export,232313821,0,0
2019,U.S-Mexico Trade,Fertilizers,Air,28 - 38  Chemicals & Allied Industries,Export,239717,457.488,1008589.215
2018,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Vessel,16 - 24  Foodstuffs,Import,13018021,1817.084,4005987.759
2014,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,84 - 85  Machinery / Electrical,Export,7049933863,31146.639,68666640.84
2015,U.S-Mexico Trade,Pulp of Wood and Paperboard,Other,44 - 49  Wood & Wood Products,Import,53216,88.462,195025.4854
2015,U.S-Mexico Trade,Cereals,Vessel,06 - 15  Vegetable Products,Export,1427190890,7027664.158,15493360019
2017,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Air,06 - 15  Vegetable Products,Export,2013739,53.796,118599.9704
2014,U.S-Mexico Trade,Cereals,Air,06 - 15  Vegetable Products,Export,140166,120.6,265877.7048
2013,U.S-Mexico Trade,Products of Animal Origin,Air,01 - 05  Animal & Animal Products,Import,855919,5.663,12484.7863
2015,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Mail,72 - 83  Metals,Export,100707,0,0
2017,U.S-Mexico Trade,Other Made up Textile Articles,Vessel,50 - 63  Textiles,Import,7939130,2603.524,5739792.585
2021,U.S-Mexico Trade,Soap and Organic Surface-Active Agents,Air,28 - 38  Chemicals & Allied Industries,Import,864129,67.626,149089.9285
2017,U.S-Mexico Trade,Man-made Staple Fibers,Vessel,50 - 63  Textiles,Export,9951481,3433.894,7570446.566
2018,U.S-Mexico Trade,Paper and Paperboard,Rail,44 - 49  Wood & Wood Products,Export,1532624346,0,0
2019,U.S-Mexico Trade,Nickel and Articles,Rail,72 - 83  Metals,Export,3127351,0,0
2013,U.S-Mexico Trade,Nickel and Articles,Truck,72 - 83  Metals,Export,336414364,0,0
2022,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Import,14817380,1847.303,4072609.3
2019,U.S-Mexico Trade,Knitted or Crocheted Apparel,Other,50 - 63  Textiles,Import,5808,0.161,354.9444
2019,U.S-Mexico Trade,Glass,Vessel,68 - 71  Stone / Glass,Import,57372295,61090.107,134680741.7
2023,U.S-Mexico Trade,Feathers and Down,Mail,64 - 67  Footwear / Headgear,Export,15193,0,0
2023,U.S-Mexico Trade,Tools of Base Metal,Air,72 - 83  Metals,Export,374411382,2233.346,4923689.098
2013,U.S-Mexico Trade,Vegetable Plaiting Materials,Air,06 - 15  Vegetable Products,Import,31185,2.234,4925.1309
2022,U.S-Mexico Trade,Tin and Articles,Rail,72 - 83  Metals,Import,823289,2050.304,4520150.267
2021,U.S-Mexico Trade,Zinc and Articles,Vessel,72 - 83  Metals,Import,40489,3.695,8146.0868
2020,U.S-Mexico Trade,Articles of Iron and Steel,Vessel,72 - 83  Metals,Import,443358749,234736.264,517505299.9
2014,U.S-Mexico Trade,Fish and Crustaceans,Truck,01 - 05  Animal & Animal Products,Export,970159401,0,0
2021,U.S-Mexico Trade,Clocks; Watches and Parts,Truck,90 - 97  Miscellaneous,Import,43664117,3271.828,7213151.899
2021,U.S-Mexico Trade,Measuring and Testing Instruments,Vessel,90 - 97  Miscellaneous,Import,47128511,1063.804,2345288.262
2013,U.S-Mexico Trade,Glass,Truck,68 - 71  Stone / Glass,Import,1411207687,1107204.082,2440969157
2013,U.S-Mexico Trade,Headgear,Vessel,64 - 67  Footwear / Headgear,Export,888712,34.081,75135.8026
2021,U.S-Mexico Trade,Computer-Related Machinery and Parts,Vessel,84 - 85  Machinery / Electrical,Export,176142765,11764,25935201.67
2021,U.S-Mexico Trade,Fish and Crustaceans,Other,01 - 05  Animal & Animal Products,Export,34705076,0,0
2018,U.S-Mexico Trade,Sugars and Sugar Confectionery,Truck,16 - 24  Foodstuffs,Import,1575981621,906956.105,1999497577
2017,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Other,68 - 71  Stone / Glass,Export,143057445,0,0
2019,U.S-Mexico Trade,Articles of Iron and Steel,Rail,72 - 83  Metals,Export,635344594,0,0
2023,U.S-Mexico Trade,Fish and Crustaceans,Rail,01 - 05  Animal & Animal Products,Export,9418404,0,0
2024,U.S-Mexico Trade,Man-made Filaments,Vessel,50 - 63  Textiles,Export,7517969,325.56,717737.5239
2018,U.S-Mexico Trade,Preparations of Fish and Meat,Truck,16 - 24  Foodstuffs,Export,1267829278,0,0
2018,U.S-Mexico Trade,Vegetable Plaiting Materials,Truck,06 - 15  Vegetable Products,Export,7228987,0,0
2020,U.S-Mexico Trade,Clocks; Watches and Parts,Air,90 - 97  Miscellaneous,Export,83172250,253.085,557957.3578
2014,U.S-Mexico Trade,Dairy Products,Rail,01 - 05  Animal & Animal Products,Import,388754,89.903,198202.3492
2024,U.S-Mexico Trade,Miscellaneous Chemical Products,Other,28 - 38  Chemicals & Allied Industries,Import,69545,24.948,55000.9699
2023,U.S-Mexico Trade,Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Export,36277684,1101.573,2428554.719
2017,U.S-Mexico Trade,Toys; Games and Sport Equipment,Vessel,90 - 97  Miscellaneous,Import,6340360,256.674,565869.7655
2016,U.S-Mexico Trade,Food Residues and Waste,Truck,16 - 24  Foodstuffs,Import,713414037,1419320.772,3129069234
2020,U.S-Mexico Trade,Computer-Related Machinery and Parts,Other,84 - 85  Machinery / Electrical,Import,850498,18.71,41248.5216
2018,U.S-Mexico Trade,Special Classification Provisions,Vessel,98 - 99  Service,Import,194684955,67698.919,149250690
2015,U.S-Mexico Trade,Toys; Games and Sport Equipment,Rail,90 - 97  Miscellaneous,Import,27096058,18053.058,39800212.52
2013,U.S-Mexico Trade,Cereals,Truck,06 - 15  Vegetable Products,Export,607455270,0,0
2020,U.S-Mexico Trade,Preparations of Fish and Meat,Air,16 - 24  Foodstuffs,Import,108093,1.775,3913.208
2017,U.S-Mexico Trade,Knitted or Crocheted Apparel,Truck,50 - 63  Textiles,Export,1017255583,0,0
2023,U.S-Mexico Trade,Dairy Products,Rail,01 - 05  Animal & Animal Products,Import,959079,2280.409,5027445.369
2022,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Other,25 - 27  Mineral Products,Export,632393731,0,0
2019,U.S-Mexico Trade,Products of Animal Origin,Air,01 - 05  Animal & Animal Products,Import,2830201,21.81,48082.8567
2014,U.S-Mexico Trade,Nickel and Articles,Truck,72 - 83  Metals,Import,1068581351,66321.112,146213143.1
2022,U.S-Mexico Trade,Man-made Staple Fibers,Air,50 - 63  Textiles,Import,843982,27.087,59716.6584
2013,U.S-Mexico Trade,Other Made up Textile Articles,Other,50 - 63  Textiles,Export,183945176,0,0
2017,U.S-Mexico Trade,Paper and Paperboard,Foreign Trade Zones,44 - 49  Wood & Wood Products,Import,7737371,3125.554,6890672.673
2018,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Mail,90 - 97  Miscellaneous,Export,195596,0,0
2022,U.S-Mexico Trade,Food Residues and Waste,Air,16 - 24  Foodstuffs,Import,298833,14.903,32855.5168
2020,U.S-Mexico Trade,Sugars and Sugar Confectionery,Air,16 - 24  Foodstuffs,Export,330902,136.527,300990.7569
2024,U.S-Mexico Trade,Electrical Machinery; Equipment and Parts,Air,84 - 85  Machinery / Electrical,Import,4089566071,19274.306,42492605.63
2024,U.S-Mexico Trade,Impregnated Fabrics,Vessel,50 - 63  Textiles,Import,151860,16.279,35889.0806
2016,U.S-Mexico Trade,Tobacco and Manufactured Tobacco,Truck,16 - 24  Foodstuffs,Export,767844797,0,0
2014,U.S-Mexico Trade,Glass,Truck,68 - 71  Stone / Glass,Import,1521349470,1144921.658,2524122246
2016,U.S-Mexico Trade,Paper and Paperboard,Truck,44 - 49  Wood & Wood Products,Export,6841714862,0,0
2014,U.S-Mexico Trade,Rubber and Articles,Vessel,39 - 40  Plastics / Rubbers,Import,8056814,3122.555,6884060.992
2016,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Vessel,06 - 15  Vegetable Products,Import,166938,10.257,22612.8325
2015,U.S-Mexico Trade,Beverages; Spirits and Vinegar,Truck,16 - 24  Foodstuffs,Export,1782303149,0,0
2020,U.S-Mexico Trade,Plastics and Articles,Truck,39 - 40  Plastics / Rubbers,Import,12089586892,3785487.272,8345577682
2014,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,25 - 27  Mineral Products,Import,616666227,33558335.94,73983526909
2016,U.S-Mexico Trade,Wood and Articles,Rail,44 - 49  Wood & Wood Products,Export,330165440,0,0
2018,U.S-Mexico Trade,Miscellaneous Chemical Products,Mail,28 - 38  Chemicals & Allied Industries,Export,2842,0,0
2014,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Air,86 - 89  Transportation,Import,1594945956,1472.678,3246701.852
2015,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Air,90 - 97  Miscellaneous,Import,68356743,2390.642,5270467.713
2022,U.S-Mexico Trade,Nickel and Articles,Truck,72 - 83  Metals,Export,583761104,0,0
2024,U.S-Mexico Trade,Special Woven Fabrics,Air,50 - 63  Textiles,Export,5123005,393.657,867865.8255
2024,U.S-Mexico Trade,Fish and Crustaceans,Vessel,01 - 05  Animal & Animal Products,Import,42413447,4730.933,10429930.42
2023,U.S-Mexico Trade,Ships and Boats,Vessel,86 - 89  Transportation,Import,13575261,771.975,1701914.935
2017,U.S-Mexico Trade,Umbrellas and Walking Sticks,Air,64 - 67  Footwear / Headgear,Import,56125,3.219,7096.6853
2021,U.S-Mexico Trade,Live Animals,Rail,01 - 05  Animal & Animal Products,Export,3035179,0,0
2018,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Export,31107031,1792.658,3952137.586
2024,U.S-Mexico Trade,Knitted or Crocheted Apparel,Air,50 - 63  Textiles,Export,35956512,970.122,2138754.635
2016,U.S-Mexico Trade,Explosives,Air,28 - 38  Chemicals & Allied Industries,Export,2854948,103.905,229071.4963
2021,U.S-Mexico Trade,Sugars and Sugar Confectionery,Foreign Trade Zones,16 - 24  Foodstuffs,Import,283492,48.378,106655.3195
2013,U.S-Mexico Trade,Live Trees and Plants,Vessel,06 - 15  Vegetable Products,Import,97641,137.281,302653.0449
2021,U.S-Mexico Trade,Toys; Games and Sport Equipment,Mail,90 - 97  Miscellaneous,Export,2663521,0,0
2017,U.S-Mexico Trade,Wool and Animal Hair,Other,50 - 63  Textiles,Export,2716007,0,0
2015,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Truck,86 - 89  Transportation,Export,3695893520,0,0
2023,U.S-Mexico Trade,Preparations of Vegetables; Fruits and Nuts,Vessel,16 - 24  Foodstuffs,Export,4254649,2637.125,5813870.172
2018,U.S-Mexico Trade,Organic Chemicals,Vessel,28 - 38  Chemicals & Allied Industries,Export,4569324704,5131219.503,11312411821
2017,U.S-Mexico Trade,Miscellaneous Articles of Base Metals,Rail,72 - 83  Metals,Export,155751179,0,0
2021,U.S-Mexico Trade,Footwear,Truck,64 - 67  Footwear / Headgear,Import,599367022,30126.365,66417319.95
2024,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Air,25 - 27  Mineral Products,Export,10545493,3996.058,8809807.043
2021,U.S-Mexico Trade,Not Knitted or Crocheted Apparel,Truck,50 - 63  Textiles,Export,851163248,0,0
2023,U.S-Mexico Trade,Zinc and Articles,Truck,72 - 83  Metals,Export,251757148,0,0
2013,U.S-Mexico Trade,Vehicles Other than Railway,Vessel,86 - 89  Transportation,Export,134606051,9667.36,21312897.93
2021,U.S-Mexico Trade,Pharmaceutical Products,Mail,28 - 38  Chemicals & Allied Industries,Export,76628,0,0
2023,U.S-Mexico Trade,Copper and Articles,Other,72 - 83  Metals,Import,155986,19.768,43581.0155
2023,U.S-Mexico Trade,Iron and Steel,Vessel,72 - 83  Metals,Export,998103953,1585303.146,3494998029
2019,U.S-Mexico Trade,Printed Books,Truck,44 - 49  Wood & Wood Products,Import,762709975,138668.013,305710887.7
2022,U.S-Mexico Trade,Coffee; Tea and Spices,Vessel,06 - 15  Vegetable Products,Import,353587376,66525.836,146664482.6
2024,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Rail,06 - 15  Vegetable Products,Import,180897487,335113.051,738798415.8
2024,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Vessel,90 - 97  Miscellaneous,Export,5884330,319.955,705380.6039
2013,U.S-Mexico Trade,Ships and Boats,Air,86 - 89  Transportation,Import,170566,25.095,55325.049
2014,U.S-Mexico Trade,Special Trade Transactionsmerican Transportation,Other,98 - 99  Service,Import,3472842808,0,0
2016,U.S-Mexico Trade,Cereals,Air,06 - 15  Vegetable Products,Import,549264,158.242,348864.1766
2017,U.S-Mexico Trade,Cereals,Vessel,06 - 15  Vegetable Products,Import,114667027,573173.696,1263632727
2016,U.S-Mexico Trade,Feathers and Down,Air,64 - 67  Footwear / Headgear,Export,2848658,68.529,151080.7
2020,U.S-Mexico Trade,Footwear,Air,64 - 67  Footwear / Headgear,Export,9051791,298.518,658120.0644
2022,U.S-Mexico Trade,Wood and Articles,Other,44 - 49  Wood & Wood Products,Import,885468,609.945,1344699.642
2024,U.S-Mexico Trade,Aluminum and Articles,Foreign Trade Zones,72 - 83  Metals,Import,656689,62.633,138082.2408
2019,U.S-Mexico Trade,Inorganic Chemicals,Vessel,28 - 38  Chemicals & Allied Industries,Import,67076825,156408.421,344821824.5
2015,U.S-Mexico Trade,Iron and Steel,Other,72 - 83  Metals,Import,68927,88.609,195349.5652
2015,U.S-Mexico Trade,Edible Fruit and Nuts,Vessel,06 - 15  Vegetable Products,Export,21435137,2883.197,6356366.513
2021,U.S-Mexico Trade,Malts; Starches and Inulin,Vessel,06 - 15  Vegetable Products,Import,3615678,6146.756,13551288.38
2015,U.S-Mexico Trade,Works of Art and Antiques,Vessel,90 - 97  Miscellaneous,Import,2774532,4.862,10718.8835
2020,U.S-Mexico Trade,Musical Instruments and Parts,Truck,90 - 97  Miscellaneous,Import,112402641,3575.568,7882784.519
2021,U.S-Mexico Trade,Musical Instruments and Parts,Air,90 - 97  Miscellaneous,Export,6491961,45.864,101112.8867
2015,U.S-Mexico Trade,Sugars and Sugar Confectionery,Rail,16 - 24  Foodstuffs,Import,250869531,443873.003,978573261.9
2015,U.S-Mexico Trade,Preparations of Fish and Meat,Rail,16 - 24  Foodstuffs,Export,7002401,0,0
2014,U.S-Mexico Trade,Copper and Articles,Mail,72 - 83  Metals,Export,21643,0,0
2020,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Vessel,06 - 15  Vegetable Products,Import,4967968,4779.993,10538089.29
2014,U.S-Mexico Trade,Albuminoidal Substances; Glues and Enzymes,Truck,28 - 38  Chemicals & Allied Industries,Import,195224102,46561.332,102650249.5
2014,U.S-Mexico Trade,Miscellaneous Manufactured Articles,Air,90 - 97  Miscellaneous,Import,1700682,62.086,136876.3077
2015,U.S-Mexico Trade,Cotton,Air,50 - 63  Textiles,Export,846529,106.99,235872.763
2019,U.S-Mexico Trade,Plastics and Articles,Other,39 - 40  Plastics / Rubbers,Export,1102521878,0,0
2014,U.S-Mexico Trade,Special Classification Provisions,Truck,98 - 99  Service,Export,4102736649,0,0
2018,U.S-Mexico Trade,Lead and Articles,Vessel,72 - 83  Metals,Import,21115306,8423.841,18571405.58
2020,U.S-Mexico Trade,Pearls; Stones; Metals and Imitation Jewelry,Truck,68 - 71  Stone / Glass,Export,3161577527,0,0
2023,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,16 - 24  Foodstuffs,Import,95188,12.304,27125.6981
2016,U.S-Mexico Trade,Ships and Boats,Other,86 - 89  Transportation,Export,37311299,0,0
2014,U.S-Mexico Trade,Mineral Fuels; Oils and Waxes,Vessel,25 - 27  Mineral Products,Import,46627692074,68383084.52,1.50759E+11
2016,U.S-Mexico Trade,Man-made Filaments,Truck,50 - 63  Textiles,Import,438200651,91734.92,202241044.8
2022,U.S-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Import,34312384,9224.874,20337382.49
2019,U.S-Mexico Trade,Cocoa and Cocoa Preparations,Mail,16 - 24  Foodstuffs,Export,3151,0,0
2015,U.S-Mexico Trade,Live Trees and Plants,Rail,06 - 15  Vegetable Products,Import,93849,129.161,284751.4946
2017,U.S-Mexico Trade,Essential Oils and Resinoids,Mail,28 - 38  Chemicals & Allied Industries,Import,9343,1.427,3145.999
2019,U.S-Mexico Trade,Salt; Sulfur; Plaster and Cement,Vessel,25 - 27  Mineral Products,Export,129466637,1533237.853,3380213613
2019,U.S-Mexico Trade,Rubber and Articles,Vessel,39 - 40  Plastics / Rubbers,Export,12500222,2991.974,6596178.938
2015,U.S-Mexico Trade,Lac; Gums; Resins and Saps,Vessel,06 - 15  Vegetable Products,Import,3358,0.35,771.6185
2023,U.S-Mexico Trade,Arms and Ammunition and Parts,Foreign Trade Zones,90 - 97  Miscellaneous,Import,5153065,64.558,142326.1426
2023,U.S-Mexico Trade,Tanning or Dyeing Extracts,Rail,28 - 38  Chemicals & Allied Industries,Export,42664501,0,0
2015,U.S-Mexico Trade,Wood and Articles,Rail,44 - 49  Wood & Wood Products,Export,403979133,0,0
2015,U.S-Mexico Trade,Tin and Articles,Rail,72 - 83  Metals,Import,179149,908.476,2002848.374
2015,U.S-Mexico Trade,Stone; Plaster; Cement and Asbestos,Air,68 - 71  Stone / Glass,Import,4534275,209.053,460883.3447
2015,U.S-Mexico Trade,Paper and Paperboard,Truck,44 - 49  Wood & Wood Products,Export,7003661147,0,0
2019,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Rail,86 - 89  Transportation,Export,11111111,0,0
2022,U.S-Mexico Trade,Special Classification Provisions,Foreign Trade Zones,98 - 99  Service,Import,225918888,6803.935,15000121.24
2014,U.S-Mexico Trade,Wadding; Felt and Nonwovens,Rail,50 - 63  Textiles,Export,53371577,0,0
2014,U.S-Mexico Trade,Furskins and Artificial Fur,Vessel,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,31936,4.899,10800.455
2024,U.S-Mexico Trade,Preparations of Fish and Meat,Foreign Trade Zones,16 - 24  Foodstuffs,Import,150611,72.598,160051.3236
2017,U.S-Mexico Trade,Copper and Articles,Air,72 - 83  Metals,Export,10852861,629.461,1387725.077
2016,U.S-Mexico Trade,Preparations of Cereals and Flour,Vessel,16 - 24  Foodstuffs,Export,2865920,1191.893,2627676.411
2018,U.S-Mexico Trade,Inorganic Chemicals,Vessel,28 - 38  Chemicals & Allied Industries,Export,220259708,568039.134,1252312946
2013,U.S-Mexico Trade,Oil Seeds and Oleaginous Fruits,Other,06 - 15  Vegetable Products,Export,28875863,0,0
2019,U.S-Mexico Trade,Special Classification Provisions,Truck,98 - 99  Service,Import,18811691831,2493261.785,5496705817
2016,U.S-Mexico Trade,Furniture; Lamps and Prefabricated Buildings,Air,90 - 97  Miscellaneous,Import,67476109,2538.016,5595372.031
2016,U.S-Mexico Trade,Umbrellas and Walking Sticks,Vessel,64 - 67  Footwear / Headgear,Export,2185100,482.848,1064498.491
2017,U.S-Mexico Trade,Preparations of Cereals and Flour,Air,16 - 24  Foodstuffs,Export,1152431,359.704,793012.2197
2016,U.S-Mexico Trade,Edible Fruit and Nuts,Vessel,06 - 15  Vegetable Products,Import,117365955,264167.382,582389861.4
2013,U.S-Mexico Trade,Aircraft; Spacecraft and Parts,Rail,86 - 89  Transportation,Import,229310,0.479,1056.015
2017,U.S-Mexico Trade,Articles of Leather and Handbags,Rail,"41 - 43  Raw Hides, Skins, Leather, & Furs",Export,2799922,0,0
