State,StateCode,Year,TradeType,Mode,TradeValue
Oklahoma,OK,2016,Export,Other (including unknown),13454985
Arizona,AZ,2024,Export,Rail,680712391
Louisiana,LA,2016,Import,Vessel,753522605
Hawaii,HI,2019,Import,Truck,6749323
Pennsylvania,PA,2015,Export,Air,257114696
Rhode Island,RI,2022,Export,Air,10186894
South Dakota,SD,2015,Import,Air,546054
Delaware,DE,2015,Import,Vessel,490837453
Pennsylvania,PA,2020,Export,Vessel,38764472
Georgia,GA,2024,Import,Other (including unknown),198475
Michigan,MI,2019,Import,Other (including unknown),1812583
Maine,ME,2017,Import,Air,2582915
Arizona,AZ,2023,Import,Vessel,14191004
Nebraska,NE,2020,Import,Air,13389735
Mississippi,MS,2016,Import,Vessel,134140449
New Jersey,NJ,2015,Export,Other (including unknown),22082109
Minnesota,MN,2016,Import,Truck,1924102568
Texas,TX,2017,Import,Imports into Foreign Trade Zones,4041450586
North Carolina,NC,2021,Export,Air,280899101
Nebraska,NE,2021,Import,Air,7997319
District of Columbia,DC,2019,Export,Vessel,3316844
Kentucky,KY,2016,Import,Imports into Foreign Trade Zones,8090072
Oklahoma,OK,2018,Import,Vessel,1566630
New Jersey,NJ,2023,Export,Mail,10554
Mississippi,MS,2021,Export,Vessel,98166727
Alabama,AL,2018,Export,Other (including unknown),4469302
Arkansas,AR,2017,Import,Truck,636525399
Maryland,MD,2016,Export,Other (including unknown),2102516
New Jersey,NJ,2023,Import,Rail,958632779
New Mexico,NM,2021,Export,Air,3366257
Arkansas,AR,2019,Import,Truck,988597824
Minnesota,MN,2020,Export,Vessel,10827945
Idaho,"ID",2015,Export,Rail,79835834
Hawaii,HI,2022,Import,Truck,15798317
Mississippi,MS,2015,Import,Rail,53502491
Washington,WA,2023,Export,Vessel,1271559806
Florida,FL,2022,Import,Rail,288824186
Louisiana,LA,2015,Export,Other (including unknown),5557300
Oklahoma,OK,2015,Export,Vessel,4963531
North Dakota,ND,2021,Import,Vessel,33113618
Maryland,MD,2019,Import,Air,95282029
Georgia,GA,2018,Export,Vessel,49692189
New Jersey,NJ,2018,Export,Mail,3150
New Hampshire,NH,2016,Import,Air,12099184
Washington,WA,2022,Export,Other (including unknown),869436238
Iowa,IA,2017,Import,Other (including unknown),30295
California,CA,2020,Import,Imports into Foreign Trade Zones,586648958
Nebraska,NE,2023,Export,Air,14304308
North Dakota,ND,2023,Import,Air,23628151
Connecticut,CT,2019,Import,Vessel,6761322
Texas,TX,2018,Import,Imports into Foreign Trade Zones,4492002370
Hawaii,HI,2023,Export,Other (including unknown),27310
Virginia,VA,2015,Import,Vessel,93265432
Virginia,VA,2024,Import,Rail,22484263
Montana,MT,2020,Import,Truck,42169461
Minnesota,MN,2015,Export,Rail,382672249
Texas,TX,2015,Export,Mail,70232
North Carolina,NC,2021,Import,Imports into Foreign Trade Zones,303062
New York,NY,2018,Export,Rail,156115213
Georgia,GA,2022,Import,Other (including unknown),443863
Maryland,MD,2018,Import,Vessel,696086240
State Unknown,DU,2019,Import,Air,16462058
New Mexico,NM,2021,Import,Rail,22156563
Illinois,IL,2022,Export,Vessel,421376681
Indiana,IN,2015,Export,Vessel,4689544
North Carolina,NC,2018,Import,Other (including unknown),120102
Arizona,AZ,2015,Import,Air,87889754
North Carolina,NC,2023,Import,Vessel,246624570
Connecticut,CT,2020,Import,Rail,426146421
Alabama,AL,2019,Export,Other (including unknown),5143536
Minnesota,MN,2022,Import,Air,138390396
Maryland,MD,2019,Export,Rail,18471308
Arkansas,AR,2023,Export,Vessel,4472475
South Carolina,SC,2019,Export,Vessel,388970298
Iowa,IA,2019,Export,Other (including unknown),2812305
Florida,FL,2024,Export,Vessel,495341780
Mississippi,MS,2022,Import,Vessel,1073027109
Mississippi,MS,2015,Export,Vessel,162123309
District of Columbia,DC,2016,Export,Truck,855042
Connecticut,CT,2015,Export,Rail,179346791
New Mexico,NM,2023,Import,Imports into Foreign Trade Zones,135641377
Idaho,"ID",2020,Export,Air,3583528
North Carolina,NC,2019,Import,Vessel,440964219
Florida,FL,2023,Import,Air,372181603
Wyoming,WY,2022,Export,Air,308810
Ohio,OH,2018,Import,Rail,932652050
Delaware,DE,2024,Import,Air,16587136
Kentucky,KY,2021,Import,Vessel,16038104
Massachusetts,MA,2017,Import,Truck,3520321077
Connecticut,CT,2017,Export,Rail,182524021
Kansas,KS,2020,Export,Air,76444541
Minnesota,MN,2022,Export,Other (including unknown),15831705
Vermont,VT,2021,Export,Air,2603119
Mississippi,MS,2020,Export,Air,117516721
Massachusetts,MA,2019,Import,Rail,16398264
Kentucky,KY,2022,Export,Mail,33072
Connecticut,CT,2022,Export,Rail,187423970
Nebraska,NE,2018,Import,Vessel,15725473
Maryland,MD,2016,Import,Vessel,343521573
Iowa,IA,2019,Import,Truck,1932181502
Virginia,VA,2019,Import,Vessel,63932983
Alaska,AK,2020,Export,Air,109694
Rhode Island,RI,2015,Import,Air,1071208
Wisconsin,WI,2024,Export,Vessel,11595881
Iowa,IA,2016,Export,Air,20381541
Michigan,MI,2021,Import,Other (including unknown),19406379
Ohio,OH,2016,Export,Vessel,265808298
Arizona,AZ,2021,Import,Pipeline,5023980
Utah,UT,2024,Import,Vessel,7375357
Florida,FL,2017,Import,Rail,107375494
Michigan,MI,2015,Export,Other (including unknown),9834680
Texas,TX,2017,Import,Rail,3149816271
Rhode Island,RI,2016,Import,Air,2548963
Illinois,IL,2021,Import,Other (including unknown),1329110
Louisiana,LA,2021,Export,Vessel,5773948095
Massachusetts,MA,2023,Import,Air,286512667
Ohio,OH,2021,Import,Imports into Foreign Trade Zones,87317720
Kentucky,KY,2022,Import,Vessel,7155756
South Dakota,SD,2019,Export,Other (including unknown),509133
Alabama,AL,2024,Import,Other (including unknown),1142541
Vermont,VT,2018,Export,Air,2302755
Colorado,CO,2018,Import,Rail,13292879
Arkansas,AR,2016,Export,Other (including unknown),32465604
New York,NY,2016,Export,Rail,109166176
Wyoming,WY,2023,Import,Rail,469643
Alaska,AK,2017,Import,Air,1106445
Massachusetts,MA,2016,Export,Rail,47012305
Pennsylvania,PA,2024,Import,Vessel,744741219
Minnesota,MN,2016,Import,Vessel,6015245
New York,NY,2022,Import,Imports into Foreign Trade Zones,3445744
New York,NY,2017,Import,Other (including unknown),875430
South Dakota,SD,2016,Import,Air,566043
Washington,WA,2021,Export,Air,63325744
Rhode Island,RI,2019,Import,Truck,189128352
State Unknown,DU,2018,Import,Other (including unknown),2645326527
South Carolina,SC,2022,Export,Other (including unknown),11351259
Wisconsin,WI,2021,Import,Imports into Foreign Trade Zones,11311566
Oregon,OR,2018,Import,Air,26960616
Wisconsin,WI,2024,Export,Air,77630000
Indiana,IN,2017,Import,Rail,150731129
Missouri,MO,2016,Export,Other (including unknown),19479564
Connecticut,CT,2019,Export,Mail,604570
Maryland,MD,2023,Import,Vessel,3019037092
Kansas,KS,2015,Import,Truck,739606670
Massachusetts,MA,2016,Export,Vessel,10487972
Michigan,MI,2023,Export,Mail,2252860
New Hampshire,NH,2024,Import,Air,299322357
North Dakota,ND,2018,Export,Other (including unknown),202504
Oklahoma,OK,2016,Export,Air,9137095
North Dakota,ND,2020,Import,Rail,4358388
Alabama,AL,2021,Import,Vessel,1950616017
Oregon,OR,2023,Import,Vessel,10122135
Georgia,GA,2022,Import,Rail,323714770
Oregon,OR,2024,Import,Other (including unknown),162463
Hawaii,HI,2015,Import,Air,3122759
Utah,UT,2022,Import,Air,1331153472
Washington,WA,2024,Export,Vessel,1490504193
Massachusetts,MA,2017,Export,Air,171659440
Maryland,MD,2015,Export,Rail,35881469
South Dakota,SD,2021,Export,Air,4562897
Colorado,CO,2020,Export,Vessel,10021229
California,CA,2015,Export,Vessel,1317604233
Indiana,IN,2016,Export,Mail,29742
Kentucky,KY,2022,Export,Vessel,123796384
Delaware,DE,2019,Export,Vessel,10936070
Arkansas,AR,2020,Export,Other (including unknown),3129167
South Dakota,SD,2023,Export,Air,4270651
Massachusetts,MA,2019,Export,Rail,61567910
Delaware,DE,2024,Import,Vessel,431282417
District of Columbia,DC,2023,Export,Truck,1529967
Massachusetts,MA,2017,Export,Rail,72168924
Illinois,IL,2023,Import,Air,388742349
New Mexico,NM,2015,Import,Truck,615059245
California,CA,2016,Import,Imports into Foreign Trade Zones,146473631
Texas,TX,2015,Import,Imports into Foreign Trade Zones,1538713650
West Virginia,WV,2021,Import,Other (including unknown),2472
Pennsylvania,PA,2017,Import,Imports into Foreign Trade Zones,140707
Massachusetts,MA,2022,Export,Other (including unknown),3294965
Arizona,AZ,2023,Import,Other (including unknown),338034294
Maine,ME,2024,Export,Vessel,16936038
Ohio,OH,2021,Import,Vessel,26160022
Alabama,AL,2016,Import,Vessel,890506243
South Dakota,SD,2021,Export,Other (including unknown),3871605
New Jersey,NJ,2019,Import,Rail,574419193
New Hampshire,NH,2022,Import,Vessel,1138893
Nevada,NV,2019,Export,Rail,4127082
State Unknown,DU,2018,Import,Vessel,665535944
New Jersey,NJ,2017,Import,Rail,766060139
Nevada,NV,2015,Import,Rail,4056248
South Dakota,SD,2023,Import,Vessel,35306
Alaska,AK,2015,Export,Rail,292883
South Dakota,SD,2024,Export,Rail,223172485
District of Columbia,DC,2018,Export,Vessel,13942334
New Hampshire,NH,2022,Export,Air,30618845
Nevada,NV,2022,Export,Air,573725085
New Jersey,NJ,2017,Import,Vessel,251909655
Colorado,CO,2015,Export,Other (including unknown),12812503
Wisconsin,WI,2019,Export,Other (including unknown),70276733
Indiana,IN,2022,Import,Imports into Foreign Trade Zones,118182531
Tennessee,TN,2016,Export,Vessel,26376047
Tennessee,TN,2016,Import,Rail,307974520
Alabama,AL,2024,Import,Vessel,1619333382
Kentucky,KY,2018,Export,Vessel,18252032
Colorado,CO,2021,Export,Vessel,11912818
Nebraska,NE,2017,Import,Air,14006582
Oregon,OR,2015,Import,Air,16858692
Massachusetts,MA,2020,Export,Vessel,35006409
Virginia,VA,2016,Import,Air,60669144
West Virginia,WV,2017,Export,Air,21718358
Utah,UT,2024,Import,Other (including unknown),4189143
Virginia,VA,2016,Export,Vessel,43556910
Delaware,DE,2017,Export,Air,11243297
Vermont,VT,2022,Export,Air,2435645
Kentucky,KY,2015,Export,Other (including unknown),3601684
Mississippi,MS,2019,Export,Rail,419679051
Rhode Island,RI,2021,Import,Air,4348970
South Dakota,SD,2022,Export,Other (including unknown),8644979
Maryland,MD,2015,Import,Rail,161735206
North Carolina,NC,2015,Export,Mail,32540
North Carolina,NC,2019,Export,Vessel,112488601
Maryland,MD,2018,Export,Rail,30310976
Wyoming,WY,2024,Export,Air,533419
California,CA,2017,Export,Air,2172929270
Montana,MT,2016,Export,Rail,19080697
Hawaii,HI,2020,Import,Air,2607257
District of Columbia,DC,2015,Export,Air,2742567
State Unknown,DU,2017,Import,Truck,7407840
Wyoming,WY,2023,Export,Other (including unknown),443220
Hawaii,HI,2022,Export,Truck,1838207
West Virginia,WV,2024,Export,Rail,44541488
Ohio,OH,2019,Import,Rail,865172867
Arizona,AZ,2021,Import,Rail,111686331
Indiana,IN,2015,Import,Other (including unknown),10230
Rhode Island,RI,2020,Export,Air,6730635
Michigan,MI,2024,Import,Vessel,7360266333
Hawaii,HI,2022,Export,Air,348277
South Carolina,SC,2019,Import,Rail,75038593
South Carolina,SC,2021,Export,Rail,129035853
Minnesota,MN,2021,Import,Air,93026907
New Mexico,NM,2018,Import,Other (including unknown),126923356
Minnesota,MN,2019,Export,Air,161842220
Michigan,MI,2023,Import,Vessel,7077054592
Nebraska,NE,2023,Export,Other (including unknown),20923446
California,CA,2015,Import,Vessel,1505981688
Arkansas,AR,2015,Import,Air,2223745
New Hampshire,NH,2020,Export,Rail,3645146
Washington,WA,2016,Import,Vessel,57008828
Oklahoma,OK,2016,Import,Rail,2662386
New Mexico,NM,2016,Export,Rail,15021891
Delaware,DE,2022,Export,Air,12457284
West Virginia,WV,2019,Export,Other (including unknown),2144031
Louisiana,LA,2023,Import,Rail,167884868
Nevada,NV,2023,Import,Vessel,14697359
Alabama,AL,2020,Import,Vessel,1231371373
Vermont,VT,2023,Import,Air,2388095
Alabama,AL,2018,Import,Vessel,1933781960
Virginia,VA,2022,Export,Vessel,93171920
Maine,ME,2015,Export,Other (including unknown),973785
Georgia,GA,2017,Import,Air,118764904
New Mexico,NM,2021,Import,Air,4519262
Arkansas,AR,2015,Import,Rail,6354785
Oklahoma,OK,2016,Import,Air,26692290
Wisconsin,WI,2024,Import,Vessel,18366423
Arizona,AZ,2017,Import,Other (including unknown),141164370
New York,NY,2021,Import,Air,302830938
Indiana,IN,2021,Import,Vessel,84417581
Maryland,MD,2017,Import,Vessel,679657351
Delaware,DE,2024,Export,Air,29016981
Connecticut,CT,2018,Export,Rail,194672766
Nebraska,NE,2018,Import,Air,25366277
Texas,TX,2023,Export,Air,1975382667
New York,NY,2024,Import,Rail,67093984
Delaware,DE,2024,Export,Vessel,6477084
New York,NY,2023,Import,Other (including unknown),5564591
Illinois,IL,2017,Export,Air,311163156
North Dakota,ND,2016,Import,Air,1026904
Iowa,IA,2024,Import,Rail,20069492
Maryland,MD,2023,Export,Air,174023629
State Unknown,DU,2018,Import,Truck,10121190
South Carolina,SC,2016,Import,Air,56595093
Arkansas,AR,2020,Import,Truck,735135963
Kansas,KS,2023,Import,Rail,724996
Utah,UT,2018,Export,Vessel,1202333
Arizona,AZ,2021,Export,Rail,1288153177
West Virginia,WV,2022,Import,Truck,117424827
Connecticut,CT,2020,Export,Other (including unknown),3449829
South Dakota,SD,2016,Import,Truck,67505467
Washington,WA,2020,Import,Rail,95507345
New York,NY,2015,Import,Vessel,216567346
Kentucky,KY,2024,Import,Other (including unknown),473431
Vermont,VT,2019,Export,Other (including unknown),216486
Alaska,AK,2020,Export,Rail,611807
North Dakota,ND,2023,Import,Vessel,12635682
Colorado,CO,2017,Import,Air,53612829
Virginia,VA,2021,Export,Rail,61125138
Idaho,"ID",2018,Export,Air,13559394
New Hampshire,NH,2015,Import,Vessel,3340818
Virginia,VA,2021,Import,Vessel,43156220
Oregon,OR,2017,Export,Vessel,21631153
Nevada,NV,2018,Export,Air,272128717
Tennessee,TN,2019,Export,Air,101979786
Alabama,AL,2021,Import,Truck,3494603446
Colorado,CO,2023,Import,Vessel,12299074
Oklahoma,OK,2018,Export,Vessel,34627
Arkansas,AR,2022,Export,Rail,225319296
Florida,FL,2021,Import,Rail,176660723
North Carolina,NC,2023,Import,Other (including unknown),31824
Indiana,IN,2022,Export,Vessel,48212462
Wyoming,WY,2022,Export,Other (including unknown),666362
North Dakota,ND,2024,Import,Vessel,1091686
Idaho,"ID",2016,Export,Other (including unknown),504724
Illinois,IL,2024,Import,Vessel,807394790
Nebraska,NE,2020,Import,Imports into Foreign Trade Zones,4712944
Rhode Island,RI,2023,Export,Air,5645872
Connecticut,CT,2018,Import,Rail,409707449
Nebraska,NE,2022,Import,Air,14592145
Colorado,CO,2021,Import,Rail,38874379
Nevada,NV,2024,Import,Rail,20369710
Georgia,GA,2020,Export,Air,223411811
State Unknown,DU,2022,Export,Mail,96240
Minnesota,MN,2019,Export,Vessel,5615802
Oklahoma,OK,2021,Export,Rail,280042894
Arkansas,AR,2024,Import,Rail,95077070
Kansas,KS,2017,Import,Other (including unknown),19662041
District of Columbia,DC,2024,Export,Truck,1461171
Arkansas,AR,2017,Export,Vessel,27793400
Indiana,IN,2022,Import,Rail,262746545
Arkansas,AR,2016,Import,Air,4940436
Rhode Island,RI,2024,Export,Vessel,351464
Arkansas,AR,2020,Export,Air,5947009
Vermont,VT,2020,Export,Air,2172223
Alabama,AL,2023,Import,Rail,48786217
Connecticut,CT,2022,Import,Truck,2629160146
Colorado,CO,2021,Export,Air,33298767
Michigan,MI,2020,Import,Rail,27098153880
Vermont,VT,2015,Export,Rail,2546891
Michigan,MI,2024,Export,Mail,494731
Maine,ME,2021,Export,Air,7788936
Idaho,"ID",2023,Export,Air,2715901
Maryland,MD,2016,Import,Rail,167183481
South Dakota,SD,2015,Export,Other (including unknown),732703
Colorado,CO,2015,Export,Mail,4450
Montana,MT,2015,Export,Other (including unknown),245676
Utah,UT,2018,Import,Vessel,50633
Nevada,NV,2016,Export,Other (including unknown),4091761
North Carolina,NC,2022,Import,Rail,444331868
Mississippi,MS,2017,Import,Truck,1383470343
Utah,UT,2017,Export,Other (including unknown),4655112
West Virginia,WV,2024,Import,Truck,103549374
Nebraska,NE,2018,Import,Rail,21535849
Kentucky,KY,2015,Import,Vessel,11206248
Utah,UT,2019,Import,Truck,2845932817
Kansas,KS,2020,Import,Rail,17150099
Maryland,MD,2024,Import,Vessel,3437841540
Delaware,DE,2023,Export,Other (including unknown),928035
Minnesota,MN,2018,Export,Air,138443212
Georgia,GA,2022,Import,Vessel,1891070640
Tennessee,TN,2015,Import,Other (including unknown),127956
Montana,MT,2021,Export,Vessel,89310
West Virginia,WV,2023,Import,Truck,146997070
Texas,TX,2023,Import,Other (including unknown),518993396
Illinois,IL,2018,Import,Vessel,684709943
Florida,FL,2018,Import,Other (including unknown),537181
Vermont,VT,2022,Import,Truck,75216607
State Unknown,DU,2015,Export,Truck,22068979
Iowa,IA,2016,Import,Rail,11543278
Oregon,OR,2020,Export,Vessel,13225137
Arizona,AZ,2019,Export,Vessel,2160536
Massachusetts,MA,2019,Export,Mail,65394
Alaska,AK,2022,Import,Air,4195409
South Carolina,SC,2017,Import,Air,104694106
Georgia,GA,2015,Import,Vessel,534193348
Arkansas,AR,2018,Import,Vessel,12382529
Indiana,IN,2021,Export,Vessel,44778515
West Virginia,WV,2015,Import,Vessel,55898
District of Columbia,DC,2021,Import,Air,303214
Missouri,MO,2021,Import,Rail,149778987
Virginia,VA,2022,Import,Vessel,328774827
Indiana,IN,2023,Import,Vessel,47792338
Virginia,VA,2024,Export,Other (including unknown),15834902
Minnesota,MN,2023,Import,Rail,122219967
California,CA,2019,Import,Imports into Foreign Trade Zones,263553070
Ohio,OH,2017,Import,Air,178269232
West Virginia,WV,2023,Export,Rail,30747836
Tennessee,TN,2018,Import,Truck,5362164418
Pennsylvania,PA,2019,Export,Other (including unknown),28560699
Maine,ME,2018,Export,Other (including unknown),655723
New Jersey,NJ,2021,Export,Other (including unknown),4539320
Maine,ME,2021,Import,Air,10188828
Wisconsin,WI,2024,Import,Other (including unknown),25723
Vermont,VT,2022,Export,Rail,587778
Oregon,OR,2019,Import,Rail,22467516
Oklahoma,OK,2016,Import,Vessel,6575129
Virginia,VA,2016,Import,Imports into Foreign Trade Zones,2105288
Connecticut,CT,2022,Import,Air,83632614
Connecticut,CT,2021,Import,Imports into Foreign Trade Zones,258155
Montana,MT,2023,Import,Imports into Foreign Trade Zones,20531986
Iowa,IA,2018,Import,Rail,22167147
Utah,UT,2022,Import,Other (including unknown),209122
Nebraska,NE,2020,Export,Air,13729335
Maryland,MD,2022,Import,Rail,207990246
Alaska,AK,2024,Export,Vessel,11581208
Alabama,AL,2022,Import,Other (including unknown),2196371
Mississippi,MS,2017,Import,Air,17254853
Nevada,NV,2018,Import,Air,55680827
Idaho,"ID",2019,Export,Other (including unknown),652405
Mississippi,MS,2021,Import,Vessel,470951677
Virginia,VA,2021,Export,Vessel,39804441
Iowa,IA,2019,Export,Air,12852647
South Carolina,SC,2018,Export,Vessel,542166643
Texas,TX,2023,Import,Vessel,15657359740
New Jersey,NJ,2021,Import,Rail,1067892026
Missouri,MO,2018,Import,Vessel,7754716
Massachusetts,MA,2024,Import,Rail,19164763
Arizona,AZ,2021,Import,Other (including unknown),210607178
North Dakota,ND,2019,Import,Air,36571627
Montana,MT,2024,Export,Vessel,572350
Wyoming,WY,2021,Import,Truck,36785585
California,CA,2018,Import,Other (including unknown),169979256
Missouri,MO,2017,Import,Air,12472376
Missouri,MO,2017,Import,Rail,184269891
West Virginia,WV,2023,Export,Vessel,908137
Mississippi,MS,2022,Export,Air,302733086
Massachusetts,MA,2019,Import,Vessel,25491027
Alaska,AK,2024,Import,Other (including unknown),63390
Wyoming,WY,2021,Import,Air,1651709
Nevada,NV,2018,Export,Vessel,1211368
Colorado,CO,2022,Import,Vessel,1635246
Indiana,IN,2016,Import,Imports into Foreign Trade Zones,681859
West Virginia,WV,2023,Import,Air,6865138
Utah,UT,2019,Export,Vessel,1455842
Nebraska,NE,2020,Export,Other (including unknown),4571050
Tennessee,TN,2022,Import,Air,422666052
Tennessee,TN,2016,Import,Other (including unknown),101729
Michigan,MI,2018,Export,Air,158854509
Indiana,IN,2018,Import,Imports into Foreign Trade Zones,3023005
