State,StateCode,Year,TradeType,Mode,TradeValue
Vermont,VT,2018,Export,Rail,206873
Arizona,AZ,2016,Import,Imports into Foreign Trade Zones,197930657
Nebraska,NE,2022,Import,Rail,20477063
South Carolina,SC,2018,Import,Rail,66329858
Oklahoma,OK,2018,Import,Air,25453786
Iowa,IA,2019,Import,Other (including unknown),48950
Missouri,MO,2021,Import,Imports into Foreign Trade Zones,1972
Nebraska,NE,2016,Import,Rail,1154440
Arkansas,AR,2017,Import,Vessel,1319336
Florida,FL,2017,Import,Other (including unknown),490013
Alaska,AK,2016,Import,Vessel,5612249
Tennessee,TN,2022,Export,Vessel,23542105
Missouri,MO,2018,Export,Vessel,57486922
Delaware,DE,2016,Import,Vessel,184986935
Oregon,OR,2021,Import,Vessel,27491307
Kansas,KS,2022,Import,Rail,3719419
Arkansas,AR,2020,Export,Vessel,7540369
Maine,ME,2018,Export,Vessel,7246562
Wisconsin,WI,2017,Import,Vessel,2451990
Oklahoma,OK,2022,Import,Rail,17794242
Colorado,CO,2020,Import,Other (including unknown),242875
New York,NY,2019,Import,Other (including unknown),2303260
Montana,MT,2017,Export,Rail,23591231
Virginia,VA,2017,Import,Imports into Foreign Trade Zones,2365540
Montana,MT,2019,Export,Mail,21899
Hawaii,HI,2017,Import,Truck,6120930
Alabama,AL,2022,Import,Imports into Foreign Trade Zones,371799
Arizona,AZ,2023,Export,Vessel,8511555
New Hampshire,NH,2020,Export,Other (including unknown),626594
South Dakota,SD,2022,Import,Air,3208136
District of Columbia,DC,2018,Export,Other (including unknown),1374651
Iowa,IA,2018,Import,Vessel,797557
Rhode Island,RI,2016,Import,Rail,381674
State Unknown,DU,2021,Export,Rail,926535
Indiana,IN,2020,Export,Mail,32188
New Mexico,NM,2015,Import,Rail,9216937
Wyoming,WY,2021,Export,Air,1921181
District of Columbia,DC,2016,Export,Rail,812785
New Hampshire,NH,2023,Export,Vessel,16208057
Indiana,IN,2018,Import,Other (including unknown),1001679
New Hampshire,NH,2016,Import,Vessel,2243090
Rhode Island,RI,2017,Import,Vessel,2035197069
Wyoming,WY,2018,Export,Rail,15166884
Vermont,VT,2022,Export,Other (including unknown),188666
Arkansas,AR,2016,Import,Rail,24673940
Connecticut,CT,2018,Import,Vessel,6902573
Missouri,MO,2018,Import,Other (including unknown),41006
Texas,TX,2018,Export,Mail,278169
Delaware,DE,2020,Export,Other (including unknown),2191011
North Dakota,ND,2022,Import,Rail,15171709
Wisconsin,WI,2015,Import,Imports into Foreign Trade Zones,124033
Oregon,OR,2020,Import,Rail,17869009
State Unknown,DU,2024,Export,Other (including unknown),9306449688
North Dakota,ND,2024,Import,Air,5373760
Delaware,DE,2022,Import,Vessel,1439087968
Oklahoma,OK,2023,Import,Vessel,1758889
Pennsylvania,PA,2018,Import,Air,150919845
Mississippi,MS,2019,Import,Rail,65384579
Tennessee,TN,2018,Import,Imports into Foreign Trade Zones,599000289
Idaho,"ID",2022,Export,Other (including unknown),2054931
Wisconsin,WI,2017,Import,Imports into Foreign Trade Zones,10427604
Mississippi,MS,2017,Import,Vessel,131886556
District of Columbia,DC,2016,Export,Vessel,817690
Alabama,AL,2015,Import,Rail,43024436
Maine,ME,2022,Export,Vessel,8141918
Vermont,VT,2024,Export,Vessel,162107
Rhode Island,RI,2023,Export,Vessel,5493375
Arkansas,AR,2015,Import,Vessel,1296217
Rhode Island,RI,2019,Export,Vessel,5271920
Illinois,IL,2016,Import,Other (including unknown),36269
Alaska,AK,2018,Export,Rail,960435
Pennsylvania,PA,2019,Import,Other (including unknown),84112
Hawaii,HI,2022,Export,Other (including unknown),39618
Virginia,VA,2023,Import,Rail,36508924
New Hampshire,NH,2018,Import,Rail,27078
Montana,MT,2021,Export,Other (including unknown),555237
Washington,WA,2021,Import,Other (including unknown),59918
Nevada,NV,2022,Import,Rail,35195489
North Dakota,ND,2022,Import,Vessel,466817
Wyoming,WY,2020,Import,Truck,40251577
Virginia,VA,2023,Import,Other (including unknown),214852
Oregon,OR,2016,Export,Vessel,8690268
Indiana,IN,2017,Import,Other (including unknown),323161
Arkansas,AR,2016,Export,Vessel,8047855
New Mexico,NM,2024,Export,Vessel,1419512
Ohio,OH,2024,Export,Mail,3495
Michigan,MI,2016,Export,Mail,30550
North Dakota,ND,2019,Export,Other (including unknown),294575
West Virginia,WV,2017,Export,Vessel,88125457
West Virginia,WV,2020,Export,Rail,26635833
Delaware,DE,2022,Export,Rail,3618638
South Carolina,SC,2017,Import,Imports into Foreign Trade Zones,714995073
Alaska,AK,2022,Import,Truck,7150941
Virginia,VA,2019,Import,Imports into Foreign Trade Zones,2021428
Georgia,GA,2016,Export,Mail,4505
California,CA,2016,Export,Mail,23599
Colorado,CO,2015,Export,Vessel,277982
Oklahoma,OK,2024,Import,Vessel,1726123
North Carolina,NC,2017,Import,Other (including unknown),41264
West Virginia,WV,2024,Export,Vessel,3413040
Arkansas,AR,2015,Export,Vessel,14540286
Michigan,MI,2022,Import,Imports into Foreign Trade Zones,39427567
Tennessee,TN,2020,Export,Mail,18223
Maine,ME,2019,Export,Vessel,2046479
Wyoming,WY,2023,Export,Vessel,9946607
Arizona,AZ,2023,Import,Imports into Foreign Trade Zones,171209417
Maine,ME,2021,Export,Vessel,8655385
Kentucky,KY,2018,Import,Imports into Foreign Trade Zones,3302600
State Unknown,DU,2018,Export,Other (including unknown),7405792329
Utah,UT,2021,Import,Other (including unknown),3475000
Texas,TX,2015,Export,Pipeline,3031157285
Wyoming,WY,2021,Import,Rail,4321927
Indiana,IN,2019,Import,Other (including unknown),3768656
Maine,ME,2024,Import,Vessel,5907211
Pennsylvania,PA,2020,Import,Imports into Foreign Trade Zones,24555008
Texas,TX,2024,Import,Imports into Foreign Trade Zones,2286095577
District of Columbia,DC,2015,Import,Truck,6310394
Missouri,MO,2022,Import,Vessel,14784995
Idaho,"ID",2024,Export,Other (including unknown),2073111
Arizona,AZ,2019,Import,Vessel,27780001
Maryland,MD,2019,Import,Rail,181114994
Arkansas,AR,2016,Import,Vessel,1584362
Louisiana,LA,2024,Import,Rail,210028483
Texas,TX,2022,Export,Mail,11242
Kansas,KS,2023,Import,Other (including unknown),13433
Alaska,AK,2018,Import,Vessel,1410525
Alaska,AK,2024,Export,Other (including unknown),125126
Rhode Island,RI,2020,Import,Rail,968668
Connecticut,CT,2024,Import,Vessel,9230419
Hawaii,HI,2021,Export,Air,62289
Pennsylvania,PA,2022,Import,Other (including unknown),876096
Indiana,IN,2019,Export,Vessel,73330808
Kentucky,KY,2015,Export,Mail,46075
Kentucky,KY,2017,Import,Vessel,7841482
Maine,ME,2019,Import,Rail,121218
Pennsylvania,PA,2024,Export,Mail,76690
Louisiana,LA,2019,Import,Rail,163035701
Arizona,AZ,2016,Import,Other (including unknown),53592337
Montana,MT,2020,Import,Other (including unknown),475000
Kentucky,KY,2016,Import,Vessel,4653329
Indiana,IN,2022,Import,Other (including unknown),814469
South Carolina,SC,2016,Export,Mail,2052064
South Dakota,SD,2021,Import,Air,2902562
Oklahoma,OK,2022,Export,Vessel,13975100
Kentucky,KY,2016,Import,Other (including unknown),4816
Rhode Island,RI,2024,Export,Rail,19884
Kentucky,KY,2022,Import,Imports into Foreign Trade Zones,1929807
Nevada,NV,2016,Import,Other (including unknown),6959813
Virginia,VA,2015,Import,Rail,59832433
Arizona,AZ,2016,Export,Vessel,638397
Colorado,CO,2020,Import,Vessel,6106749
Connecticut,CT,2015,Import,Other (including unknown),2750750
Indiana,IN,2024,Import,Other (including unknown),809393
Virginia,VA,2016,Import,Vessel,59339719
Texas,TX,2020,Import,Imports into Foreign Trade Zones,1163125819
Georgia,GA,2020,Export,Mail,33836
Wisconsin,WI,2023,Import,Mail,438
New Jersey,NJ,2017,Import,Imports into Foreign Trade Zones,9962102
Rhode Island,RI,2015,Export,Vessel,499194
Delaware,DE,2021,Import,Other (including unknown),3100000
Missouri,MO,2020,Import,Other (including unknown),224429
Massachusetts,MA,2024,Import,Other (including unknown),27343398
Alaska,AK,2023,Import,Air,3856673
Utah,UT,2023,Import,Rail,7492055
South Dakota,SD,2015,Export,Air,937076
South Dakota,SD,2022,Export,Vessel,1016488
Kansas,KS,2022,Import,Vessel,11853667
Minnesota,MN,2015,Import,Vessel,2634649
New York,NY,2023,Export,Mail,292904
Nebraska,NE,2015,Import,Vessel,41059
Missouri,MO,2021,Export,Vessel,9369060
California,CA,2017,Export,Pipeline,698126
Iowa,IA,2019,Import,Imports into Foreign Trade Zones,2706152
New Jersey,NJ,2015,Import,Imports into Foreign Trade Zones,7232666
Rhode Island,RI,2018,Export,Other (including unknown),522959
Kansas,KS,2021,Import,Vessel,1606546
South Dakota,SD,2024,Export,Air,2290917
Wyoming,WY,2022,Export,Vessel,10064258
Delaware,DE,2017,Export,Rail,8497865
Mississippi,MS,2017,Import,Rail,77728448
Alabama,AL,2024,Import,Rail,70258683
Pennsylvania,PA,2023,Import,Other (including unknown),164387
Nebraska,NE,2019,Import,Other (including unknown),5424363
Wisconsin,WI,2022,Import,Other (including unknown),194200
North Dakota,ND,2018,Import,Rail,5914919
Kentucky,KY,2021,Export,Mail,211489
Kansas,KS,2022,Export,Vessel,10322494
Arizona,AZ,2019,Import,Imports into Foreign Trade Zones,133726320
Oklahoma,OK,2017,Export,Vessel,5362227
Texas,TX,2020,Import,Pipeline,52469176
South Dakota,SD,2022,Import,Rail,10634133
New Mexico,NM,2022,Import,Vessel,166854
Iowa,IA,2016,Import,Imports into Foreign Trade Zones,10241986
Iowa,IA,2019,Import,Vessel,943800
Maine,ME,2022,Import,Vessel,44526505
Louisiana,LA,2018,Import,Rail,144730879
Alaska,AK,2022,Export,Air,52670
North Carolina,NC,2023,Import,Imports into Foreign Trade Zones,3499325
Maine,ME,2015,Export,Rail,17484976
Arkansas,AR,2023,Import,Vessel,384921
Florida,FL,2019,Export,Mail,25485
West Virginia,WV,2023,Export,Other (including unknown),4395689
Louisiana,LA,2015,Import,Rail,109171215
Nebraska,NE,2022,Export,Vessel,834375
New York,NY,2024,Import,Imports into Foreign Trade Zones,4522096
Montana,MT,2016,Import,Air,2006721
South Dakota,SD,2024,Export,Vessel,2151693
West Virginia,WV,2019,Export,Vessel,10787610
New Mexico,NM,2018,Import,Vessel,152241
Kentucky,KY,2021,Export,Vessel,78846378
Connecticut,CT,2024,Import,Rail,293542462
Oregon,OR,2023,Import,Imports into Foreign Trade Zones,16556807
Kansas,KS,2018,Import,Vessel,267825
Wyoming,WY,2018,Import,Air,295577
California,CA,2021,Import,Pipeline,9983640
Utah,UT,2016,Export,Vessel,25026670
Nevada,NV,2022,Export,Rail,5320894
Florida,FL,2022,Export,Mail,384536
Ohio,OH,2021,Import,Other (including unknown),288098
Alabama,AL,2017,Import,Other (including unknown),110240
Indiana,IN,2023,Export,Mail,26952
California,CA,2020,Import,Other (including unknown),85542593
Hawaii,HI,2020,Import,Vessel,1505565
Texas,TX,2020,Export,Pipeline,4595236399
Wyoming,WY,2016,Export,Other (including unknown),606311
South Dakota,SD,2015,Import,Rail,5618012
Montana,MT,2021,Import,Other (including unknown),2295000
New Hampshire,NH,2017,Export,Vessel,6323217
District of Columbia,DC,2019,Export,Other (including unknown),504791
Illinois,IL,2019,Import,Other (including unknown),684442
Vermont,VT,2021,Export,Other (including unknown),190745
Pennsylvania,PA,2021,Import,Other (including unknown),17259
Nebraska,NE,2018,Export,Vessel,2008935
New Hampshire,NH,2024,Export,Vessel,2684713
West Virginia,WV,2015,Export,Vessel,37851911
New Hampshire,NH,2019,Export,Rail,2633646
South Carolina,SC,2019,Import,Other (including unknown),628601
Kansas,KS,2017,Import,Rail,2913680
North Carolina,NC,2024,Import,Imports into Foreign Trade Zones,5610861
Rhode Island,RI,2024,Import,Rail,3484774
South Dakota,SD,2020,Import,Vessel,3304278
Ohio,OH,2020,Import,Imports into Foreign Trade Zones,79582215
Vermont,VT,2019,Export,Rail,174080
Indiana,IN,2017,Import,Imports into Foreign Trade Zones,649181
Montana,MT,2024,Export,Other (including unknown),10028243
Iowa,IA,2020,Export,Vessel,198241542
South Carolina,SC,2021,Import,Other (including unknown),136118
Vermont,VT,2017,Export,Other (including unknown),231351
Alaska,AK,2023,Import,Other (including unknown),30392
Maryland,MD,2023,Import,Rail,187949773
Georgia,GA,2018,Import,Imports into Foreign Trade Zones,62987376
New York,NY,2016,Import,Other (including unknown),1673000
Hawaii,HI,2024,Import,Truck,8802156
Arizona,AZ,2017,Export,Pipeline,226373398
State Unknown,DU,2019,Import,Rail,477578
Virginia,VA,2024,Import,Imports into Foreign Trade Zones,7908614
Tennessee,TN,2020,Import,Other (including unknown),101987
Louisiana,LA,2023,Import,Imports into Foreign Trade Zones,159925894
Michigan,MI,2024,Import,Other (including unknown),5907354
District of Columbia,DC,2023,Export,Vessel,3423065
New Hampshire,NH,2021,Export,Other (including unknown),987222
Pennsylvania,PA,2016,Import,Imports into Foreign Trade Zones,78247
State Unknown,DU,2020,Export,Other (including unknown),5844135491
Alaska,AK,2017,Import,Vessel,5089899
State Unknown,DU,2015,Export,Air,355249774
South Dakota,SD,2019,Export,Vessel,13347
Vermont,VT,2024,Export,Air,6340901
Montana,MT,2020,Export,Air,843219
Delaware,DE,2019,Import,Vessel,47523024
Iowa,IA,2018,Import,Imports into Foreign Trade Zones,8604583
Nebraska,NE,2023,Import,Vessel,407319
West Virginia,WV,2024,Import,Other (including unknown),19817
Connecticut,CT,2022,Export,Vessel,34000762
Iowa,IA,2017,Import,Rail,18194074
Massachusetts,MA,2022,Export,Mail,4453
Tennessee,TN,2019,Import,Other (including unknown),57046
Wisconsin,WI,2020,Import,Imports into Foreign Trade Zones,8334322
Texas,TX,2023,Export,Mail,1773901
Kansas,KS,2019,Export,Vessel,21595095
Maryland,MD,2018,Export,Vessel,53551069
Idaho,"ID",2020,Import,Imports into Foreign Trade Zones,4671
Illinois,IL,2020,Import,Imports into Foreign Trade Zones,13328575
Georgia,GA,2018,Import,Other (including unknown),41764
South Dakota,SD,2016,Export,Air,1821407
Wyoming,WY,2015,Export,Other (including unknown),362329
New Hampshire,NH,2015,Export,Vessel,5255409
Wyoming,WY,2024,Export,Rail,35081888
Missouri,MO,2024,Export,Vessel,34749500
Oklahoma,OK,2020,Import,Rail,6911811
Minnesota,MN,2022,Import,Imports into Foreign Trade Zones,215320
California,CA,2019,Import,Pipeline,12388553
Michigan,MI,2015,Export,Mail,4295
New Jersey,NJ,2020,Import,Imports into Foreign Trade Zones,7902058
Arizona,AZ,2022,Export,Vessel,1096282
Nebraska,NE,2017,Import,Rail,12058434
Montana,MT,2017,Import,Imports into Foreign Trade Zones,37198684
Alaska,AK,2021,Export,Other (including unknown),89887
North Dakota,ND,2017,Export,Vessel,15159203
New Hampshire,NH,2022,Export,Rail,2488184
Indiana,IN,2015,Import,Imports into Foreign Trade Zones,163816
Colorado,CO,2016,Import,Vessel,4189745
Alaska,AK,2019,Export,Rail,1427662
Colorado,CO,2024,Export,Vessel,8124307
New Mexico,NM,2018,Export,Vessel,3174588
Arkansas,AR,2024,Import,Imports into Foreign Trade Zones,80342444
Vermont,VT,2020,Import,Rail,138618
Illinois,IL,2015,Import,Imports into Foreign Trade Zones,80657910
Kentucky,KY,2018,Import,Vessel,3907802
California,CA,2017,Import,Imports into Foreign Trade Zones,183164219
District of Columbia,DC,2017,Export,Other (including unknown),57914
Idaho,"ID",2023,Export,Vessel,94544
Texas,TX,2017,Import,Mail,911
Indiana,IN,2018,Export,Mail,30603
West Virginia,WV,2018,Export,Rail,43340721
Maine,ME,2015,Import,Vessel,17181783
Mississippi,MS,2022,Import,Imports into Foreign Trade Zones,240856674
Rhode Island,RI,2016,Import,Vessel,949467199
Nebraska,NE,2023,Import,Rail,24555497
Alaska,AK,2018,Import,Rail,15125293
Nebraska,NE,2022,Import,Other (including unknown),126117
Nebraska,NE,2017,Import,Vessel,4009594
New Jersey,NJ,2017,Export,Mail,9983
New York,NY,2017,Import,Imports into Foreign Trade Zones,54550
Arizona,AZ,2021,Export,Pipeline,446915199
New Jersey,NJ,2024,Import,Imports into Foreign Trade Zones,18326564
District of Columbia,DC,2018,Import,Vessel,14437
Montana,MT,2017,Import,Rail,117011
Ohio,OH,2021,Export,Mail,6425
Illinois,IL,2018,Export,Mail,59455
Texas,TX,2016,Export,Pipeline,3245103052
Washington,WA,2017,Export,Mail,2787
New Mexico,NM,2017,Import,Vessel,133632
Kansas,KS,2015,Import,Vessel,2238751
New Jersey,NJ,2018,Import,Imports into Foreign Trade Zones,6851241
Kentucky,KY,2018,Import,Other (including unknown),347082
Hawaii,HI,2015,Import,Vessel,1181848
Delaware,DE,2023,Import,Other (including unknown),4850000
Wisconsin,WI,2023,Import,Other (including unknown),25360
Rhode Island,RI,2022,Export,Vessel,3502465
Indiana,IN,2017,Export,Mail,64320
Kansas,KS,2021,Import,Rail,18183532
Kentucky,KY,2015,Import,Other (including unknown),34076
Connecticut,CT,2015,Import,Rail,207400937
Maine,ME,2023,Import,Vessel,8295070
Rhode Island,RI,2022,Import,Vessel,1237728248
Illinois,IL,2024,Import,Imports into Foreign Trade Zones,170903
Delaware,DE,2016,Import,Rail,115254
Hawaii,HI,2019,Export,Air,42861
New Mexico,NM,2016,Import,Vessel,14367
New York,NY,2024,Export,Mail,160570
Utah,UT,2020,Export,Vessel,170927
Alaska,AK,2015,Import,Rail,2310943
Washington,WA,2015,Export,Mail,15370
Delaware,DE,2016,Export,Rail,10564666
New Hampshire,NH,2022,Export,Vessel,1541758
Idaho,"ID",2022,Import,Imports into Foreign Trade Zones,58121
West Virginia,WV,2016,Import,Rail,186632076
State Unknown,DU,2021,Export,Air,321955348
Kentucky,KY,2024,Export,Mail,17100
Vermont,VT,2017,Import,Vessel,1789392
Utah,UT,2016,Export,Mail,5788
Nebraska,NE,2019,Import,Vessel,11860215
Arizona,AZ,2015,Import,Vessel,5685790
Michigan,MI,2020,Import,Other (including unknown),1990595
Arizona,AZ,2015,Import,Pipeline,1600711
Illinois,IL,2017,Import,Imports into Foreign Trade Zones,80255184
District of Columbia,DC,2023,Import,Other (including unknown),4654
Illinois,IL,2021,Export,Mail,261415
Missouri,MO,2020,Export,Vessel,24666501
Virginia,VA,2020,Import,Imports into Foreign Trade Zones,1689064
State Unknown,DU,2021,Import,Rail,44109
Arizona,AZ,2018,Export,Pipeline,179518485
Hawaii,HI,2018,Export,Other (including unknown),242348
North Dakota,ND,2020,Import,Truck,111950388
State Unknown,DU,2016,Export,Rail,802071
New Mexico,NM,2024,Import,Vessel,211865
Nevada,NV,2016,Export,Mail,12180
State Unknown,DU,2022,Import,Imports into Foreign Trade Zones,46404
North Carolina,NC,2019,Import,Other (including unknown),23997
Missouri,MO,2021,Import,Vessel,27722356
Nebraska,NE,2021,Export,Vessel,752368
Iowa,IA,2020,Import,Imports into Foreign Trade Zones,2996240
California,CA,2023,Export,Mail,218049
New Mexico,NM,2019,Export,Vessel,1432256
Rhode Island,RI,2018,Export,Vessel,13447748
Connecticut,CT,2018,Import,Other (including unknown),385
Florida,FL,2016,Import,Other (including unknown),1697741
Colorado,CO,2017,Import,Vessel,3557683
South Dakota,SD,2016,Import,Rail,4165873
South Carolina,SC,2023,Import,Other (including unknown),325919
Maine,ME,2015,Export,Vessel,329976
Maine,ME,2018,Import,Vessel,14864085
New Hampshire,NH,2017,Import,Vessel,4015054
South Dakota,SD,2020,Export,Vessel,73147
Texas,TX,2023,Export,Pipeline,6534000371
Rhode Island,RI,2022,Import,Rail,3510542
Washington,WA,2022,Import,Other (including unknown),151695
Hawaii,HI,2015,Export,Rail,70612
Rhode Island,RI,2021,Import,Vessel,1192745519
Iowa,IA,2023,Import,Other (including unknown),307121
Ohio,OH,2023,Import,Other (including unknown),698835
Arkansas,AR,2017,Export,Air,36462393
Pennsylvania,PA,2018,Import,Other (including unknown),50325
Wyoming,WY,2016,Import,Rail,12482434
Wyoming,WY,2017,Export,Rail,9137969
Iowa,IA,2016,Export,Mail,227835
New Mexico,NM,2024,Import,Other (including unknown),90184991
Rhode Island,RI,2015,Import,Vessel,1000253485
Mississippi,MS,2021,Import,Imports into Foreign Trade Zones,166003698
District of Columbia,DC,2017,Export,Rail,247595
Wyoming,WY,2019,Import,Rail,1805984
North Dakota,ND,2018,Import,Vessel,1381536
Kansas,KS,2016,Export,Vessel,47008542
Nevada,NV,2021,Import,Rail,62556731
Hawaii,HI,2016,Export,Other (including unknown),291912
District of Columbia,DC,2015,Export,Vessel,444044
Tennessee,TN,2024,Export,Mail,11756
Vermont,VT,2017,Export,Rail,339267
Florida,FL,2021,Export,Mail,8505
Ohio,OH,2020,Import,Other (including unknown),164447
State Unknown,DU,2016,Import,Imports into Foreign Trade Zones,1379704149
Idaho,"ID",2019,Export,Vessel,19062
Idaho,"ID",2019,Import,Other (including unknown),49500
New Hampshire,NH,2016,Import,Rail,57773
Arkansas,AR,2019,Import,Other (including unknown),5912
District of Columbia,DC,2021,Export,Other (including unknown),98068
Texas,TX,2020,Export,Mail,16715
Montana,MT,2017,Export,Other (including unknown),621109
New Mexico,NM,2019,Import,Vessel,131828
Vermont,VT,2016,Import,Vessel,848832
Oklahoma,OK,2024,Import,Other (including unknown),2700000
Montana,MT,2016,Import,Imports into Foreign Trade Zones,39163104
Massachusetts,MA,2020,Import,Other (including unknown),538962
District of Columbia,DC,2020,Import,Rail,1498
Nebraska,NE,2020,Import,Vessel,13520913
Rhode Island,RI,2016,Export,Other (including unknown),1085553
Michigan,MI,2024,Export,Pipeline,13952440
Alaska,AK,2017,Export,Vessel,806268
State Unknown,DU,2022,Export,Other (including unknown),9411689551
Texas,TX,2017,Export,Mail,17695
Wyoming,WY,2015,Export,Rail,13176805
Iowa,IA,2015,Import,Imports into Foreign Trade Zones,3818
New Hampshire,NH,2017,Import,Rail,33806
North Dakota,ND,2019,Import,Rail,7332370
Connecticut,CT,2018,Export,Mail,234071
North Dakota,ND,2017,Import,Vessel,3727980
West Virginia,WV,2023,Import,Rail,8934793
State Unknown,DU,2023,Export,Other (including unknown),9408808337
Utah,UT,2020,Import,Vessel,328570
North Dakota,ND,2021,Import,Air,50523952
Minnesota,MN,2023,Import,Imports into Foreign Trade Zones,33540
New York,NY,2016,Export,Mail,499103
South Dakota,SD,2023,Import,Other (including unknown),792746
Alaska,AK,2017,Import,Other (including unknown),21392
Rhode Island,RI,2019,Export,Other (including unknown),340595
North Dakota,ND,2017,Export,Air,4843999
Montana,MT,2020,Import,Imports into Foreign Trade Zones,22794064
Wyoming,WY,2017,Import,Vessel,89191
Missouri,MO,2022,Import,Other (including unknown),336764
Michigan,MI,2015,Import,Imports into Foreign Trade Zones,4186
Nevada,NV,2022,Import,Vessel,381968
Iowa,IA,2015,Import,Vessel,106501
Idaho,"ID",2021,Import,Other (including unknown),1500000
South Dakota,SD,2018,Export,Vessel,82320
Michigan,MI,2017,Import,Other (including unknown),3059129
South Dakota,SD,2016,Export,Vessel,8439
Vermont,VT,2019,Import,Vessel,107148
California,CA,2016,Export,Pipeline,34446725
Montana,MT,2019,Import,Imports into Foreign Trade Zones,37248164
Pennsylvania,PA,2018,Export,Mail,73876
Missouri,MO,2019,Export,Vessel,49324364
District of Columbia,DC,2015,Export,Rail,431012
Mississippi,MS,2015,Import,Other (including unknown),1006
Alabama,AL,2019,Import,Other (including unknown),133141
Mississippi,MS,2023,Import,Other (including unknown),242194
Alabama,AL,2018,Import,Other (including unknown),444637
Illinois,IL,2015,Export,Mail,11705
Nevada,NV,2018,Import,Other (including unknown),9815414
District of Columbia,DC,2018,Import,Air,1513260
Illinois,IL,2021,Import,Imports into Foreign Trade Zones,20170275
Idaho,"ID",2024,Import,Vessel,2432
Montana,MT,2022,Import,Vessel,67834
Louisiana,LA,2021,Import,Imports into Foreign Trade Zones,260965598
New York,NY,2019,Export,Mail,149923
Ohio,OH,2018,Import,Imports into Foreign Trade Zones,132969372
Georgia,GA,2016,Import,Imports into Foreign Trade Zones,11511439
Mississippi,MS,2020,Import,Other (including unknown),975
Rhode Island,RI,2016,Export,Vessel,17302119
Colorado,CO,2015,Import,Vessel,1551086
Wyoming,WY,2020,Export,Air,207446
Vermont,VT,2018,Export,Vessel,122534
Florida,FL,2018,Export,Mail,20337
Maine,ME,2023,Export,Rail,28521644
West Virginia,WV,2018,Import,Vessel,42107
Louisiana,LA,2024,Import,Imports into Foreign Trade Zones,345955264
Wisconsin,WI,2024,Import,Imports into Foreign Trade Zones,8541969
Oregon,OR,2016,Import,Other (including unknown),21513
South Dakota,SD,2024,Import,Other (including unknown),2125787
California,CA,2022,Import,Pipeline,8768226
Wyoming,WY,2023,Import,Other (including unknown),5840
Illinois,IL,2017,Import,Mail,5910
Oklahoma,OK,2019,Import,Vessel,1118016
Arizona,AZ,2020,Import,Other (including unknown),263689083
Louisiana,LA,2021,Import,Rail,250283611
Maine,ME,2016,Export,Other (including unknown),1338819
Iowa,IA,2023,Import,Vessel,1942378
Utah,UT,2020,Import,Other (including unknown),4500000
New York,NY,2019,Import,Imports into Foreign Trade Zones,2569157
Colorado,CO,2018,Import,Other (including unknown),29160
West Virginia,WV,2022,Export,Vessel,33355346
Alaska,AK,2019,Import,Rail,37879762
Alabama,AL,2024,Import,Imports into Foreign Trade Zones,434323
Colorado,CO,2016,Import,Pipeline,437219
Oregon,OR,2020,Import,Imports into Foreign Trade Zones,6703781
Massachusetts,MA,2021,Import,Other (including unknown),3395000
Colorado,CO,2021,Import,Vessel,4371007
Michigan,MI,2016,Export,Pipeline,3789918
Texas,TX,2018,Import,Pipeline,132390479
New Hampshire,NH,2019,Export,Vessel,169836
Rhode Island,RI,2021,Export,Other (including unknown),476251
Utah,UT,2019,Import,Other (including unknown),4500
Florida,FL,2020,Export,Mail,49968
Wyoming,WY,2024,Export,Vessel,9022277
North Dakota,ND,2016,Export,Air,2586730
Virginia,VA,2021,Import,Imports into Foreign Trade Zones,1730812
Vermont,VT,2015,Import,Vessel,222162
North Dakota,ND,2021,Export,Other (including unknown),498533
Louisiana,LA,2022,Import,Imports into Foreign Trade Zones,323450712
Delaware,DE,2019,Import,Other (including unknown),1093000
Utah,UT,2015,Import,Vessel,348554
Georgia,GA,2023,Export,Mail,10944
Florida,FL,2015,Import,Imports into Foreign Trade Zones,32102684
New York,NY,2020,Import,Other (including unknown),3092296
Nebraska,NE,2022,Import,Vessel,199443
Oregon,OR,2022,Import,Other (including unknown),132989
Vermont,VT,2021,Export,Vessel,10626
State Unknown,DU,2019,Export,Other (including unknown),7127593399
Montana,MT,2019,Import,Rail,212974
Alaska,AK,2021,Import,Vessel,2040386
New Mexico,NM,2022,Export,Pipeline,175712619
New Mexico,NM,2016,Export,Vessel,290309
Vermont,VT,2021,Export,Rail,2395576
Minnesota,MN,2019,Export,Mail,3100
State Unknown,DU,2020,Import,Imports into Foreign Trade Zones,33169987
Wyoming,WY,2022,Export,Rail,12082226
North Dakota,ND,2023,Import,Other (including unknown),27090
West Virginia,WV,2019,Export,Rail,24025521
Delaware,DE,2023,Import,Rail,6063548
Arizona,AZ,2015,Export,Mail,25365
Idaho,"ID",2020,Import,Other (including unknown),6490
Rhode Island,RI,2023,Import,Vessel,1218664578
Alaska,AK,2020,Import,Vessel,1149981
Vermont,VT,2015,Export,Vessel,90171
Missouri,MO,2017,Export,Mail,129040
Montana,MT,2024,Import,Imports into Foreign Trade Zones,17936782
Connecticut,CT,2015,Export,Mail,300000
New Mexico,NM,2019,Import,Other (including unknown),161488242
California,CA,2021,Import,Imports into Foreign Trade Zones,679608947
Vermont,VT,2018,Import,Rail,130939
North Carolina,NC,2024,Import,Other (including unknown),99083
Kansas,KS,2021,Import,Other (including unknown),13279133
Connecticut,CT,2023,Import,Other (including unknown),9684643
Arizona,AZ,2024,Import,Other (including unknown),397895459
